label,text,cluster
Politics & Government,"Title: Are the liberal's brain's outsourced to China?, Content: , Answer: Liberals-----Brains??   now there is an oxymoron",7
Politics & Government,"Title: M4 Carbine.. secondary sighting system ?, Content: I'm setting up an M4 to use primarily for CQB under 50m. I'll run on iron sights (albeit triijicon) but am can't decide between 3 other options: Aimpoint ML2, EOTech, or a foregrip from CTC . Any suggestions or thoughts ?  I don't care about how easy getting a zero is... just durabilty/reliability and aquisition for social work.\nIf you don't understand the language in the question, please take a pass in answering. All you ""Mike Novembers"" out there, yup, that means you....... All *informed* opinions however, are most WELCOMED, Answer: EOTech for sure - It's a must.",6
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",3
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",7
Politics & Government,"Title: who is the president of the united states?, Content: , Answer: Someone who shouldn't be.",7
Entertainment & Music,"Title: What do you think about Damian Lewis?, Content: , Answer: http://www.imdb.com/name/nm0507073/",2
Health,"Title: How bad is it to have your right colon removed? I am 75 years old,and never been in the hospital..?, Content: My doctor talked me into one of those colon tests.      After test ,They told me to make appointment to have my right colon removed..Not cancer, Answer: My husband had a foot of his colon removed and is doing fine. However, if they remove the entire colon (I'm assuming there's something like hardening of the arteries taking place there) you may have to have a colostromy bag. My brother just had that procedure and is also doing very well. Be sure to find out exactly what your doctor is planning on doing....knowing what to expect will help ease your worry. \n\nSurgey can be frightening and there are always risks involved, but I am sure it is for the best. You won't feel anything during the operation, but you will be sore afterwards. They'll give you medicine to relieve the pain and place you on a special diet until you're healed inside. Today they make smaller incisions and people tend to heal faster. You will probably be allowed to go home after just a few days.\n\nI wish the best and may you make a speedy recovery!",6
Sports,"Title: Who is the best cricket player in South Africa team?, Content: , Answer: Hershell Gibbs",7
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",3
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",7
Health,"Title: What should I do?, Content: I'm over obsessed with talking about wieght and my sister is trying to recover from Anorexia but she gets mad @ me when ever I talk about wieght because she can't diet like \nI can???????, Answer: Don't bring it up. And don't make comments like ""Are you sure you should be eating that ice cream?"" or ""Maybe next time you'll order a salad"". Don't talk about anything weight related in her presence.",1
Family & Relationships,"Title: about a girl?, Content: I met this girl its been about 7 weeks now.  I had offcially introduced myself too her about 8 weeks ago and for the first time today she  called me by my first name well hey ...... when before she would just smile and say hi.  This sounds like a interesting fact that she is into me right.  She loves to be with her friends all the time i don't feel like its right to just come up and sit with them all i don't know them or should i set with them all.  I just sit with my friends or will this give her the idea that maybe iam not interested in her. although i have given her clear facts that iam like asking her out., Answer: The relationship between you two is coming along. It seems slow though, so maybe you should keep it that pace, for a little while longer at least. She seems to kind of want it that way, she's cautious perhaps, or shy. Anyway, just keep talking to her, but don't push yourself everywhere she is all of a sudden! That could really turn her off! Get to know her friends. When she's with them come up to her and say ""hi"", and then politely turn to her friends and greet them as well. She'll introduce you and....You get the picture:)",1
Society & Culture,"Title: What does the ""cut through red tape"" mean?, Content: , Answer: In England, many hundreds of years ago, official documents were bound up with red tape.  Cutting throught the read tape would mean cutting out the official, burocratic steps and just going straight to the solution to the problem.",5
Sports,"Title: where is the best place to meet girls in small towns?, Content: , Answer: At the ho-downs.",3
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",3
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",7
