label,text,cluster
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Sports,"Title: Now the Alpha male Monty Brown is in WWE do u reckon he will be on raw,smackdown or ecw?, Content: Monty Brown was in TNA b4 he signed a deal wid wwe, Answer: Used to watch wrestling years ago, now, not so much.  However, I do follow the career of Monty Brown as he grew up about 10 houses north of mine and while he is about 9 years older then me, he used to play football with my brother and his friends, in which my bro is 12 years older.\n\nI recall Monty coming back to my HS back in the mid 90's to give a speech long before his wrestling career and a couple years after he got out of the NFL.  \n\nMaybe if I'm flipping the channels and I happen to see him on one of the new shows, I would watch, but wrestling hasn't been the same since the days of WWE/WCW being separate companies on separate channels at the same time on Monday nights.  It's more of a male soap opera today then it used to be.  Much greater developed story lines, but that isnt why I used to watch it back in the day.",2
Computers & Internet,"Title: i have an old email account with yahoo but i cant remember the password and i tried password recovery but cant, Content: , Answer: If its old then it's been deactivated anyways, so the emails were probably deleted.",0
Health,"Title: Here's one for all you dream interpreters in the crowd>>>>>>>>>>?, Content: What does it mean when a person's dreams are almost always unpleasant. I'm not talking nightmares here, just that very seldom do I have what I'd call a pleasant dream. Does this mean that I am a poorly adjusted, unhappy human being? If not that, then what does it mean? Also, if a recognizable face appears in my dreams, it's usually that of my father, who's been deceased for nearly 18 years. These dreams tend to be neutral, not particularly pleasant or unpleasant. Thanks for your help., Answer: Keep a dream diary beside your bed and write it all down as soon as you wake up. Check out the tons of dream dictionary sites online for specific images in your dreams. It's up to you and your faith if you wanna believe in what each image means. Dreaming with your dad is cool. My mom died 2 years ago and all my dreams still include her in them. And she's alive in them.",2
Family & Relationships,"Title: what does it mean when a boy looks at u?, Content: well today when a guy looks at u a little confused like u look a little different and i was in the hallway and he looked behind him and saw me and he just looked at me. i also like this guy to :), Answer: It either means \n\na) you looked hot\nb) you looked weird\nc) he wasn't looking at you\nd) he's interested in you\ne) you're freaking out over nothing",8
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Politics & Government,"Title: who is the president of the united states?, Content: , Answer: Someone who shouldn't be.",6
Politics & Government,"Title: Robert F. Kennedy?, Content: I need him with his candidate platform, I need to know what he thinks about Abortion, Civil Right, Crime, Defense, Economy, Education, Energy, Environment, Health Care, Homeland Security, Immigration, Social security...\n\nThose are the issue that describe RFK's position on his plank, if you know what is the website to all those above, please, answer me ASAP :):) Thank you so much :):), Answer: Do you know he died in the 1960's? He was shot while giving a speech. He was very radical on the left, but so was i back then. I was watching the assassination live on TV that night, I cried hard, but not as hard as when his brother was shot.",1
Sports,"Title: Can you sponser a football team in El Paso, Texas?, Content: My name is Coach Levario and I have an 8 year old son who loves football.  However, the majority of teams in my city are located too far from our home.  We live in the the 79938 zip code and I would love to start up a football program for ages 8-11.  If anyone out there is intrested in sponsering a team please contact me at geolev2@yahoo.com., Answer: That is cool that your first name is coach.\n\nYou probably need to call one of the other teams and ask them to give you phone numbers of people to call.\n\nThat would be what I would do.",9
Society & Culture,"Title: Dems vs. Reps, Creationists vs. Evolutionists on Yahoo Answers. Has anyone actually done any good?, Content: All of the name calling, accusations of stupidity, cleaverly worded rhetorical questions basically stating that the other side of the debate is stupid.. has any of this done anyone a lick of good? Does it even make you feel any better, or does it just make you more angry, and therefore write more questions, when you see all of the answers that you don't agree with? Do you ever feel like you are getting cought in a cycle?, Answer: It does no good at all. \nAll I've learned from Yahoo Answers is that there are a lot of mean, bigoted, racists, homophobic, anti-Christians, selfish, and bitter people who like and enjoy hurting others here and the Yahoo Answers staff allows it.",2
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Entertainment & Music,"Title: joke anyone?, Content: My wonderful girlfriend and I had been dating for over a year, and so we decided \n\n>to get married. There was only one little thing bothering me. It was her \n>beautiful younger sister. \n>\n>My prospective sister-in-law was twenty-two, wore very tight miniskirts, and \n>generally was bra-less. ?One day ""little"" sister called and asked me to come \n>over to check the wedding invitations. ?She was alone when I arrived, and she \n>whispered to me that she had feelings and desires for me that she couldn't \n<BR>overcome.<BR><BR>She told me that she wanted to make love to me just once \nbefore <BR>I got married and committed my life to her sister. <BR><BR>Well, I \nwas in total <BR>shock, and couldn't say a word. \n>\n>She said, ""I'm going upstairs to my bedroom, and if you want one last wild \n>fling, just come up and get me."" I was stunned and frozen in shock as I watched \n<BR>her go up the stairs. <BR><BR>When she reached the top she pulled off her \npanties and threw them down the <BR>stairs at me. I stood there for a moment, \nthen turned and made a beeline <BR>straight to the front door.??I opened the \ndoor, and headed straight towards my <BR>car. <BR><BR>Lo and behold, my entire \nfuture family was standing outside, all clapping! <BR><BR>With tears in his \neyes, my future father-in-law hugged me and said, we are very <BR>happy that you \nhave passed our little test.....we couldn't ask for a better man <BR>for our \ndaughter. Welcome to the family.""\n>\n>And the moral of this story is:?? \n>? \n>? \n>? \n>?Always keep your condoms in your car........, Answer: HAHAHAHA sorry that cracked me up! hahaha.... lol... HAHAHAHAHA its sooo funny!\nMORE! MORE! MORE! MORE!",4
Politics & Government,"Title: Military time references?, Content: In the military they refer to times as eighteen hundred hours or twenty-one hundred hours.  When its 8pm what do they say?  Two thousand hours?  Twenty hundred hours?, Answer: Actually a good many countries around the world use the 24 hour clock system. Then there isn't a need to say AM or PM, you know whether its day or night. Also the military begins attacks, movements and such on Greenwich mean time, its a town in Britain. And its used so everyone that aware of an operation knows what time it begins regardless of what part of the world they are in.",2
Education & Reference,"Title: I can't find a website that has good facts about doctors?, Content: I've looked everywhere and i can't find anything. I want some facts about medical advancements and how many people are saved every year by doctors. Writing paper., Answer: CONSUMER PROTECTION GROUPS AND LITIGANT LAWYER'S GROUP",9
Politics & Government,"Title: Is President Bush really benefitting the United States in any way?, Content: , Answer: well...... no",1
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Business & Finance,"Title: tell me...what is the best way to earn money!!!!?, Content: i was thinking about doing a business,and then i realize that earning money is pretty hard!!, Answer: Best, legal and safe way to earn on internet is by joining paid survey sites. Paid survey sites pay you for your opinion on various topics. \nDon’t pay for any survey program to join. There are many free to join paid survey like survey savvy they pay more then 5 $ per survey. Always check for on which site you are registering is BBB (Better Business Bureaus) certified. \nSurvey Savvy \nhttp://www.surveysavvy.com/ss/ss_index.php?id=2340620&action=join\nGlobal Test Market\nhttp://globaltestmarket.com/join.php?lang=E&p=InfoshineSolution",3
Science & Mathematics,"Title: What is the unit of electrical energy??, Content: , Answer: Kilowatt-hour is the commercial unit of electrical energy. Joule is the S.I. unit. Kilowatt-hour is the energy consumed when an appliance with one kilowatt rating is used for an hour. It is 3.6 x e6 J.",4
Computers & Internet,"Title: help needed  ? for the web developers?, Content: i need someone to help me create a web site get it up and running get it generating a profit and sell it and split it, Answer: Shoot me a note with your idea",9
Education & Reference,"Title: Should I work 16 hours straight?, Content: I am a medical student and I need to complete a 16 hour shift to enroll next semester. The problem is I could cut 16 hours to 8 hours in 2 days (Wed. 3:00pm – 11:00pm and Thurs. 3:00pm – 11:00pm.) and make time for my morning classes in Weds. and Thurs. or work in 1 day (Thurs. 7:00pm – 11:00pm straight) and have more time to study for exams in Friday.. what can I do? Please help me!, Answer: It's better to take the 2 8 hours shifts rather than working 16 hours straight. Although it might sound like you have more time to study with the second option, but after you strained your body like that, how would you ever have the energy to study anymore? \n\nI've tried working 14 hours straight a day for months, and i was far too fatigue to do anything else although i tried to rest as much as possible. Maintaining the balance is more important than stretching yourself to the extreme. All the best!",2
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Computers & Internet,"Title: I no longer have an IP address?, Content: Yeah, for some reason I had an error message during the restart of my computer, didnt pay much attention to it.  Now, I can't get online, and the problem is something like FTP (Passive):  Error 12007 to ftp.microsoft.com: The server name or address could not be resolved\n and then theres stuff about WinSock about not performing simple loopback error 10050, Answer: try to re-configure your internet connection!!\nor contact your internet servidor!!!!\nthat can help you!!!\nallrigth see you later",0
Family & Relationships,"Title: about a girl?, Content: I met this girl its been about 7 weeks now.  I had offcially introduced myself too her about 8 weeks ago and for the first time today she  called me by my first name well hey ...... when before she would just smile and say hi.  This sounds like a interesting fact that she is into me right.  She loves to be with her friends all the time i don't feel like its right to just come up and sit with them all i don't know them or should i set with them all.  I just sit with my friends or will this give her the idea that maybe iam not interested in her. although i have given her clear facts that iam like asking her out., Answer: The relationship between you two is coming along. It seems slow though, so maybe you should keep it that pace, for a little while longer at least. She seems to kind of want it that way, she's cautious perhaps, or shy. Anyway, just keep talking to her, but don't push yourself everywhere she is all of a sudden! That could really turn her off! Get to know her friends. When she's with them come up to her and say ""hi"", and then politely turn to her friends and greet them as well. She'll introduce you and....You get the picture:)",8
Sports,"Title: Now the Alpha male Monty Brown is in WWE do u reckon he will be on raw,smackdown or ecw?, Content: Monty Brown was in TNA b4 he signed a deal wid wwe, Answer: Used to watch wrestling years ago, now, not so much.  However, I do follow the career of Monty Brown as he grew up about 10 houses north of mine and while he is about 9 years older then me, he used to play football with my brother and his friends, in which my bro is 12 years older.\n\nI recall Monty coming back to my HS back in the mid 90's to give a speech long before his wrestling career and a couple years after he got out of the NFL.  \n\nMaybe if I'm flipping the channels and I happen to see him on one of the new shows, I would watch, but wrestling hasn't been the same since the days of WWE/WCW being separate companies on separate channels at the same time on Monday nights.  It's more of a male soap opera today then it used to be.  Much greater developed story lines, but that isnt why I used to watch it back in the day.",2
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Entertainment & Music,"Title: Tim Vine fans out there? He's hilarious, isn't he? My favourite joke of his is...?, Content: ""My cat 'Minton' ate all my shuttlecocks! I said,'Bad Minton!""\n\nOr his other one, ""I was watching 'Origami Tv' last night. It was 'pay-per view'!""\n\nFantastic!, Answer: got a link?? i want to check it out!mhee hee:)",5
Politics & Government,"Title: If my human rights are abused, or not respected, what can i do about it?, Content: , Answer: UK and Europe:\n\nhttp://www.opsi.gov.uk/ACTS/acts1998/19980042.htm\n\nIn practice you cannot do much about it. If you have a complaint about the Social Services they are experts at their own bureaucratic system and they will lie there way out of any of their abuses (wouldn't you in their position?). \n\nMembers of Government Quangos are liable to abuse people as well.",2
Health,"Title: What causes shin splints and what is the best way to treat them?  How can I avoid them in the future?, Content: I have started running again recently and now have shin splints so bad I can hardly walk.  I  am a 39 year old woman in fairly good physical shape, I work out regularly, not over weight and I have no physical problems short of the shin splints..  I walk on the tread mill and eliptical regularly with out much problem.  The problem didn't start until I started running out side.  I run on a concrete bridge with a slight grade (incase that makes a difference)., Answer: Shin splints are most commonly caused by overpronation (foot roles in too much at the toe off phase of your gait/running motion). A neutral foot lands on the outside corner of your heel, roles inwards so that it is flat and then roles out on the angle of your toes at toe off. An overpronated foot lands on the outside of the heel, roles in flat but continues to roll in and comes off even with or inside the big toe side of the shoe. The reason this is a problem is that the muscle that is supposed to role you out at toe off (tibialis anterior muscle) is not strong enough to counter the weight of your body that has rolled your foot inwards too far. It continues to pull until it actually pulls itself off the bone where it attaches (this is what shinsplints are - shin splints are not a muscle fibre strain you are actually tearing muscle from the bone which is why it hurts so much and takes so long to heal). The reason why you didn't feel it before is because under less load (walking = less downward force and elliptical = no downward force) your body wasn't thrown into am overpronated position. Now that your are running the repetition of the overpronated state is resulting in shin splints. \nTo get rid of the shin splints you must first rest the muscle, ice wil help with the inflamation and pain. Next you need to get a really good pair of shoes designed to work with YOUR body. Just going and spending a lot of money will not gaurantee a good pair for you. It would be like buying a Ferarri for off roading - it's a great car but not for what you need. Look for a shoe that is designed for motion control. These styles have a very wide sole through the arch, are stiff if you try to ""wring it out"", have a very hard ""heel counter"" and have some type of a ""medial post"" (usually a dark grey foam of higher density running along the arch sie of the foot). If you aren't comfortable with these terms then go to your local running store and ask them. If they don't know these terms then walk away - they are not trained enough to assist you. A couple of models/brands that do produce some very good shoes for overpronators (motion control shoes) are Asics (gel 2100 series), Saucony (grid stable as one example) and New Balance. Do some research on their websites and they will have pictures to describe what I've talked about.",2
Education & Reference,"Title: Help my frend plz.....?, Content: I hav a frend whos 16 yrs n doesnt look like one. shes too thin n is underweight. her height is also jus 5.1 inches.altho she has no medical probs she is like this. her dad has warned her dat if she doesnt increase her height and weight she wil got get a visa to go to USA or UK in future. She is worried about this as she wants to go ther 4 futher studies in about three years. so wat do ul think is nething like dis possible. y shud da Visa officials object??? jus bcoz she in below da normal standards... she surely doesnt hav ne medical probs., Answer: try checking out the doc..as in d dietitian..if she should put on weight then she should eat,eat,eat....she can have brownies,doughnuts,ice cerams..wat not..i feel she can drink a lot of milk...if her apetite is not good then u can consider de-worming..4 her height factor..she can play basketball..or heheh she can wear HEELS!!..if u ask me i dont know y this problem is actually gonna b a prob with the officials...i dun thnk so......b +ve..hope 4 d best......actually speaking i dont thnk they will consider this a prob 4 she is just fine right!!!",8
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Sports,"Title: i have just bought a racing greyhound and need a?, Content: good name for him?\ni want a name with a double meaning the have already turned down the folling and i need to sneak one through\nCUPID SUNT\nLUSSY PICKER\nPISTOL KIGHT, Answer: Mary Huff\nBetty Swallox\nCunning Stunts\nMary Hinge",9
Politics & Government,"Title: a guy from work came in with a black eye and bust lip after his girl went all jackie chan on him.?, Content: how do i arrange an mbe for her? or maybe a medal from the mayor???, Answer: She kicked his A S S \n\nPOOR GUY!\n\nHow can he face life now??\n\nHEHEHEHEE",5
Family & Relationships,"Title: about a girl?, Content: I met this girl its been about 7 weeks now.  I had offcially introduced myself too her about 8 weeks ago and for the first time today she  called me by my first name well hey ...... when before she would just smile and say hi.  This sounds like a interesting fact that she is into me right.  She loves to be with her friends all the time i don't feel like its right to just come up and sit with them all i don't know them or should i set with them all.  I just sit with my friends or will this give her the idea that maybe iam not interested in her. although i have given her clear facts that iam like asking her out., Answer: The relationship between you two is coming along. It seems slow though, so maybe you should keep it that pace, for a little while longer at least. She seems to kind of want it that way, she's cautious perhaps, or shy. Anyway, just keep talking to her, but don't push yourself everywhere she is all of a sudden! That could really turn her off! Get to know her friends. When she's with them come up to her and say ""hi"", and then politely turn to her friends and greet them as well. She'll introduce you and....You get the picture:)",8
Sports,"Title: Who is the best cricket player in South Africa team?, Content: , Answer: Hershell Gibbs",6
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
Education & Reference,"Title: Should I work 16 hours straight?, Content: I am a medical student and I need to complete a 16 hour shift to enroll next semester. The problem is I could cut 16 hours to 8 hours in 2 days (Wed. 3:00pm – 11:00pm and Thurs. 3:00pm – 11:00pm.) and make time for my morning classes in Weds. and Thurs. or work in 1 day (Thurs. 7:00pm – 11:00pm straight) and have more time to study for exams in Friday.. what can I do? Please help me!, Answer: It's better to take the 2 8 hours shifts rather than working 16 hours straight. Although it might sound like you have more time to study with the second option, but after you strained your body like that, how would you ever have the energy to study anymore? \n\nI've tried working 14 hours straight a day for months, and i was far too fatigue to do anything else although i tried to rest as much as possible. Maintaining the balance is more important than stretching yourself to the extreme. All the best!",2
Politics & Government,"Title: Military time references?, Content: In the military they refer to times as eighteen hundred hours or twenty-one hundred hours.  When its 8pm what do they say?  Two thousand hours?  Twenty hundred hours?, Answer: Actually a good many countries around the world use the 24 hour clock system. Then there isn't a need to say AM or PM, you know whether its day or night. Also the military begins attacks, movements and such on Greenwich mean time, its a town in Britain. And its used so everyone that aware of an operation knows what time it begins regardless of what part of the world they are in.",2
Politics & Government,"Title: I am a American woman in love with Indian man. What is the easiest way to get him to America?, Content: , Answer: First question to you is, have you met this man in person and spent a significant amount of time with him in person?  and I mean face to face, not over the phone or webcams, etc.  If not, you want to do this first, and you might want to first visit his country if you have not done so, then next, bring him over on a tourist visa to visit you.  Internet relationships can be a great start, but the real proof is face to face, day to day.\n\nAlso, because these are very different cultures, do a lot of research on the Indian culture, so that you are well-informed.  Love does not conquer all, you need to be ready to deal with the obstacles and difficulties, and knowing what they might be will be most helpful to you.\n\nMake sure that he is not just wanting to find a way to the U.S.  A lot of Indians want to move to Canada or the U.S., and some will use marriage if they have to, to accomplish this.  You would rather be aware of this now, than later.\n\nWhen you are ready to bring him over permanently, if that is your decision, then you will want to go to the Immigration website and read through the material and fill out the application forms to go through the process.  If you need or want help, consult an immigration lawyer, preferably one with a good reputation.\n\nHere are links for you:\n\nVisa Home Page\nhttp://www.travel.state.gov/visa/visa_1750.html\n\nImmigration Home Page\nhttp://www.uscis.gov/graphics/",2
Entertainment & Music,"Title: Who sings the song Crazy for this girl? I think thats the name.?, Content: i dont know all the words to the song but some of it goes like this: \n"" you look at her she looks at me shes got me thinkin about her constantly but she dont know how i feel"". sorry thats all i know, Answer: evan and jaron and crazy for this girl is the title :)",8
Health,"Title: i have a three month old baby and she gets gas bad changed milk what else can i do i give her drops no success, Content: we have changed milk serveal times and no result can someone tell me a good remedy please help, Answer: Have you considered switching her to soy? Good luck!",9
Science & Mathematics,"Title: i want to view waec2006 question paper?, Content: , Answer: Study the 2000, 2001, 2002, 2003, 2004, 2005 ones and they should prepare you for the 2006 one :-)",6
