,text,original_label,normalized_entropy
10,"Title: who all wants a closer realationship with God?, Content: i do, how do  i get closer?, Answer: I DO!!! This world keeps pulling us down doesn't it! But you know, being on Y! Answers has really helped me, here I can praise and worship God(with some fellow Christians and some none Christians) here I get to share my faith. It's great!!! For me the way I get close to God is listening to some really good music, sit down with my Bible, notepad, and pencil, start reading and write away! It's amazing how much more you notice when you write stuff down. God Bless you sister and hold strong to the faith!!!",Society & Culture,0.04873452838559908
11,"Title: i need to know what are some different postitions...?, Content: Im not trying to be perverted or anything i just need to know different positions to do while haveing sex with my BF. Im gettin tierd of doing the same thing over and over. Please help., Answer: There are so many different positions, and i really don't feel comfortable telling them, but you should get the Kama Sutra book and check out some stuff.  My boyfriend have Kama Sutra and we just open the book to any random page, and do whatever is on that page.",Business & Finance,2.7041245644836794e-06
12,"Title: If my human rights are abused, or not respected, what can i do about it?, Content: , Answer: UK and Europe:\n\nhttp://www.opsi.gov.uk/ACTS/acts1998/19980042.htm\n\nIn practice you cannot do much about it. If you have a complaint about the Social Services they are experts at their own bureaucratic system and they will lie there way out of any of their abuses (wouldn't you in their position?). \n\nMembers of Government Quangos are liable to abuse people as well.",Politics & Government,0.38388185447200307
13,"Title: where is the best place to meet girls in small towns?, Content: , Answer: At the ho-downs.",Sports,0.0020005130592391004
14,"Title: where is bill buckner now?, Content: , Answer: After he retired from baseball, he moved to Boise, ID and became a real-estate agent.",Sports,0.6946148403542071
15,"Title: Who are the most ugly people of the world?, Content: The Polish?\nThe French?\nThe German?\nThe English?\n               in my opinion,The French :(, Answer: All nations have ugly people and beautiful people. In addition I think every person have an own individual beatifulness.",Society & Culture,1.0389844360993625e-05
16,"Title: Hi,I am a foreign lawyer and have no law education in USA,I want to give my bar in CA,how do I start studing?, Content: Acc. to CA bar I do not have to attend law school and can directly give my bar.Where can I find the study material for the bar, what and how should I study for the bar here, without any knowledege of the law  studies here, how should I go about it?, Answer: My gosh.  What a great lawyer you'll make.  You already know how to research.  Just come on Yahoo Answers.",Education & Reference,1.6121608877436406e-06
17,"Title: Dems vs. Reps, Creationists vs. Evolutionists on Yahoo Answers. Has anyone actually done any good?, Content: All of the name calling, accusations of stupidity, cleaverly worded rhetorical questions basically stating that the other side of the debate is stupid.. has any of this done anyone a lick of good? Does it even make you feel any better, or does it just make you more angry, and therefore write more questions, when you see all of the answers that you don't agree with? Do you ever feel like you are getting cought in a cycle?, Answer: It does no good at all. \nAll I've learned from Yahoo Answers is that there are a lot of mean, bigoted, racists, homophobic, anti-Christians, selfish, and bitter people who like and enjoy hurting others here and the Yahoo Answers staff allows it.",Society & Culture,0.08829575958761057
18,"Title: What is the unit of electrical energy??, Content: , Answer: Kilowatt-hour is the commercial unit of electrical energy. Joule is the S.I. unit. Kilowatt-hour is the energy consumed when an appliance with one kilowatt rating is used for an hour. It is 3.6 x e6 J.",Science & Mathematics,1.243910347208585e-08
19,"Title: Who sings the song Crazy for this girl? I think thats the name.?, Content: i dont know all the words to the song but some of it goes like this: \n"" you look at her she looks at me shes got me thinkin about her constantly but she dont know how i feel"". sorry thats all i know, Answer: evan and jaron and crazy for this girl is the title :)",Entertainment & Music,7.140353064473166e-07
20,"Title: How bad is it to have your right colon removed? I am 75 years old,and never been in the hospital..?, Content: My doctor talked me into one of those colon tests.      After test ,They told me to make appointment to have my right colon removed..Not cancer, Answer: My husband had a foot of his colon removed and is doing fine. However, if they remove the entire colon (I'm assuming there's something like hardening of the arteries taking place there) you may have to have a colostromy bag. My brother just had that procedure and is also doing very well. Be sure to find out exactly what your doctor is planning on doing....knowing what to expect will help ease your worry. \n\nSurgey can be frightening and there are always risks involved, but I am sure it is for the best. You won't feel anything during the operation, but you will be sore afterwards. They'll give you medicine to relieve the pain and place you on a special diet until you're healed inside. Today they make smaller incisions and people tend to heal faster. You will probably be allowed to go home after just a few days.\n\nI wish the best and may you make a speedy recovery!",Health,4.504125216667908e-09
21,"Title: help needed  ? for the web developers?, Content: i need someone to help me create a web site get it up and running get it generating a profit and sell it and split it, Answer: Shoot me a note with your idea",Computers & Internet,3.223504019614835e-07
22,"Title: are jude law and orlando bloom originally british?, Content: , Answer: Jude Law was born in London, England.  Orlando Bloom was born in Kent, England.  So, yes the are both British.",Entertainment & Music,1.0648462703077312e-07
23,"Title: How painful is it to have a soft tissue graft done in my mouth?.?, Content: My dentist wants to take tissue from the roof of my mouth which is so thin and sensitive.  Anyone know the recovery time?, Answer: My girlfriend just had this done.  It was sore for a few weeks, but the pain medicine she was given really eased the process.  She is happy all in all.  Recovery tiime is several weeks to be fully healed, but she quit being discomforted after about 2 weeks.",Health,5.6340890588734193e-08
24,"Title: Do you think mentally ""slow"" people can live succesfully like anyone else?, Content: , Answer: That all depends on how you define success - for most people (me included) success = happiness and being comfortable with myslef and my relationships.....not a big fat wallet and corporate empire.\n\nIf happiness = success, then they probably have one up on most of us!",Education & Reference,0.2764725281217937
25,"Title: Are some colleges easier to get through than others?, Content: Not asking about admission. Just asking about the difficulty of the classes., Answer: Community colleges are often harder then regular colleges. Just with the amount of work and since there are smaller classes it is easier to get singled out.",Education & Reference,1.1716112506872529e-07
26,"Title: there is an open  question in the travel section on viet nam.""what was ho chi minh city called before it was, Content: ho chi minh city?"" every time i log on i see another person has responded , fist 6 then 7 now 8 responsces , but every time i try to answere it my ""anti virus "" jumps in  and i cant access the question ... how culd this be ... are you having the same problem?, Answer: disable the antivirus until u r done",Computers & Internet,0.04351352831232157
27,"Title: Now the Alpha male Monty Brown is in WWE do u reckon he will be on raw,smackdown or ecw?, Content: Monty Brown was in TNA b4 he signed a deal wid wwe, Answer: Used to watch wrestling years ago, now, not so much.  However, I do follow the career of Monty Brown as he grew up about 10 houses north of mine and while he is about 9 years older then me, he used to play football with my brother and his friends, in which my bro is 12 years older.\n\nI recall Monty coming back to my HS back in the mid 90's to give a speech long before his wrestling career and a couple years after he got out of the NFL.  \n\nMaybe if I'm flipping the channels and I happen to see him on one of the new shows, I would watch, but wrestling hasn't been the same since the days of WWE/WCW being separate companies on separate channels at the same time on Monday nights.  It's more of a male soap opera today then it used to be.  Much greater developed story lines, but that isnt why I used to watch it back in the day.",Sports,1.6223142050860736e-05
28,"Title: does anyone else love the new england revolution like i do?, Content: , Answer: I'm a new fan to the game of soccer or football (whatever the hell you want to call it) and I really do enjoy watching the revs play. Although I do agree their not a real club like they have in europe but then again were not in freakin Europe. Go REVS (Play better)!",Sports,0.1225226086450284
29,"Title: Does the golf swing cause back and spinal problems ?  If so, how can we reduce its adverse effects ?, Content: , Answer: Yes to everything you asked.\n\nThere is a fast and effective remedy!\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nDon't play golf....",Sports,0.38380217317967374
30,"Title: From where can i download the music video of ""mallika i hate you"" by sandeep chowta??, Content: anyone please provide me the link or the source to get ""mallika i hate you"" video.., Answer: have u tried limewire\n\ni find it good   and it is free to download lol",Entertainment & Music,1.1589807276992762e-07
31,"Title: how do i remove icons from my desk top?, Content: my pc takes so long to load before i can sign in.  i called dell they told me it would cost 99.00 to have the start up programs removed, and the icons on the right hand side removed.  that is so not cheap!  if there is any one out there who knows how to do this, i would appreciate a buzz.\nthanks,\nmary, Answer: Turn on the computer. \nClick on start. Click on Run. Type in MSConfig. Then click on OK. You would have the system configuration utility. On that click on the startup tab. Under this, click on disable all. Then click on apply. Then check only those options that have a description of ur anti-virus and important software that u think is needed. Then click on apply again and then click on ok. It will ask you to restart the computer. Go ahead and do it. Once the computer starts up, it should be much faster. \n\nComing to the icons, first of all, what you could try is deleting them. Right-click on them and then click on delete. If that does not help then, right-click on the empty space on the desktop and then point to ""Arrange Icons by"" and then click on Show Desktop Icons, if it is already checked. This should take out all the icons from the desktop. \n\nAny other questions, get back on here! ;)",Computers & Internet,2.650439971290879e-07
32,"Title: Who should the GOP nominate for president in 2008?, Content: Personally, I would like to see either Jeb Bush or Condoleeza Rice. What do YOU think?, Answer: Arnold ""The Govenator"" Schwarzenegger\n\n\n>Arnold may not have been born an American, but there is already a movement underway to amend the constitution.",Politics & Government,8.294574332371886e-07
33,"Title: about a girl?, Content: I met this girl its been about 7 weeks now.  I had offcially introduced myself too her about 8 weeks ago and for the first time today she  called me by my first name well hey ...... when before she would just smile and say hi.  This sounds like a interesting fact that she is into me right.  She loves to be with her friends all the time i don't feel like its right to just come up and sit with them all i don't know them or should i set with them all.  I just sit with my friends or will this give her the idea that maybe iam not interested in her. although i have given her clear facts that iam like asking her out., Answer: The relationship between you two is coming along. It seems slow though, so maybe you should keep it that pace, for a little while longer at least. She seems to kind of want it that way, she's cautious perhaps, or shy. Anyway, just keep talking to her, but don't push yourself everywhere she is all of a sudden! That could really turn her off! Get to know her friends. When she's with them come up to her and say ""hi"", and then politely turn to her friends and greet them as well. She'll introduce you and....You get the picture:)",Family & Relationships,3.294092758428982e-08
34,"Title: Does anyone think the extended(4 hour) voting period will influence the outcome on Idol?, Content: , Answer: It'll just show how many more actually voted for him over Katherine.  SOUL PATROL",Entertainment & Music,0.007452567086712517
35,"Title: Could someone please tell me how to reboot a windows xp? Thank you!?, Content: , Answer: Start menu/turn off computer/restart",Computers & Internet,2.911723706855944e-07
36,"Title: Is President Bush really benefitting the United States in any way?, Content: , Answer: well...... no",Politics & Government,1.4345387512180995e-05
37,"Title: What should I do?, Content: I'm over obsessed with talking about wieght and my sister is trying to recover from Anorexia but she gets mad @ me when ever I talk about wieght because she can't diet like \nI can???????, Answer: Don't bring it up. And don't make comments like ""Are you sure you should be eating that ice cream?"" or ""Maybe next time you'll order a salad"". Don't talk about anything weight related in her presence.",Health,0.010253632047768703
38,"Title: Who is the best cricket player in South Africa team?, Content: , Answer: Hershell Gibbs",Sports,5.255908987978032e-07
39,"Title: what are three things the Federal reserve does?, Content: , Answer: Their Mission Statement says:\n\n.... the Federal Reserve’s duties fall into four general areas:\n\n- conducting the nation’s monetary policy by influencing the monetary and credit conditions in the economy in pursuit of maximum employment, stable prices, and moderate long-term interest rates \n\n- supervising and regulating banking institutions to ensure the safety and soundness of the nation’s banking and financial system and to protect the credit rights of consumers \n\n- maintaining the stability of the financial system and containing systemic risk that may arise in financial markets \n\n- providing financial services to depository institutions, the U.S. government, and foreign official institutions, including playing a major role in operating the nation’s payments system \n\n....\n\nI guess you'll have to pick three",Business & Finance,1.1411485931243679e-06
40,"Title: joke anyone?, Content: My wonderful girlfriend and I had been dating for over a year, and so we decided \n\n>to get married. There was only one little thing bothering me. It was her \n>beautiful younger sister. \n>\n>My prospective sister-in-law was twenty-two, wore very tight miniskirts, and \n>generally was bra-less. ?One day ""little"" sister called and asked me to come \n>over to check the wedding invitations. ?She was alone when I arrived, and she \n>whispered to me that she had feelings and desires for me that she couldn't \n<BR>overcome.<BR><BR>She told me that she wanted to make love to me just once \nbefore <BR>I got married and committed my life to her sister. <BR><BR>Well, I \nwas in total <BR>shock, and couldn't say a word. \n>\n>She said, ""I'm going upstairs to my bedroom, and if you want one last wild \n>fling, just come up and get me."" I was stunned and frozen in shock as I watched \n<BR>her go up the stairs. <BR><BR>When she reached the top she pulled off her \npanties and threw them down the <BR>stairs at me. I stood there for a moment, \nthen turned and made a beeline <BR>straight to the front door.??I opened the \ndoor, and headed straight towards my <BR>car. <BR><BR>Lo and behold, my entire \nfuture family was standing outside, all clapping! <BR><BR>With tears in his \neyes, my future father-in-law hugged me and said, we are very <BR>happy that you \nhave passed our little test.....we couldn't ask for a better man <BR>for our \ndaughter. Welcome to the family.""\n>\n>And the moral of this story is:?? \n>? \n>? \n>? \n>?Always keep your condoms in your car........, Answer: HAHAHAHA sorry that cracked me up! hahaha.... lol... HAHAHAHAHA its sooo funny!\nMORE! MORE! MORE! MORE!",Entertainment & Music,0.17849239524434724
41,"Title: Wht was the First Anime or Manga ever made in America?, Content: , Answer: I think it was Astro Boy",Business & Finance,0.33976689476549105
42,"Title: What do you think about Damian Lewis?, Content: , Answer: http://www.imdb.com/name/nm0507073/",Entertainment & Music,1.6658328551119805e-07
43,"Title: is tracy J herbert the jockey male or female? I was just wondering?, Content: , Answer: Tracy Hebert is male and Riding at Louisana Downs right now",Sports,0.004751780233716546
44,"Title: Should I work 16 hours straight?, Content: I am a medical student and I need to complete a 16 hour shift to enroll next semester. The problem is I could cut 16 hours to 8 hours in 2 days (Wed. 3:00pm – 11:00pm and Thurs. 3:00pm – 11:00pm.) and make time for my morning classes in Weds. and Thurs. or work in 1 day (Thurs. 7:00pm – 11:00pm straight) and have more time to study for exams in Friday.. what can I do? Please help me!, Answer: It's better to take the 2 8 hours shifts rather than working 16 hours straight. Although it might sound like you have more time to study with the second option, but after you strained your body like that, how would you ever have the energy to study anymore? \n\nI've tried working 14 hours straight a day for months, and i was far too fatigue to do anything else although i tried to rest as much as possible. Maintaining the balance is more important than stretching yourself to the extreme. All the best!",Education & Reference,6.728092545276502e-05
45,"Title: I can't find a website that has good facts about doctors?, Content: I've looked everywhere and i can't find anything. I want some facts about medical advancements and how many people are saved every year by doctors. Writing paper., Answer: CONSUMER PROTECTION GROUPS AND LITIGANT LAWYER'S GROUP",Education & Reference,0.29335702865053304
46,"Title: Can you sponser a football team in El Paso, Texas?, Content: My name is Coach Levario and I have an 8 year old son who loves football.  However, the majority of teams in my city are located too far from our home.  We live in the the 79938 zip code and I would love to start up a football program for ages 8-11.  If anyone out there is intrested in sponsering a team please contact me at geolev2@yahoo.com., Answer: That is cool that your first name is coach.\n\nYou probably need to call one of the other teams and ask them to give you phone numbers of people to call.\n\nThat would be what I would do.",Sports,0.0024853645576534576
47,"Title: who is the president of the united states?, Content: , Answer: Someone who shouldn't be.",Politics & Government,0.0005242329079836552
48,"Title: There's a really hot guy that totally likes me but he cheats on his gfs. Should we go out or be friends w/benf, Content: , Answer: He may be really hot but he doesn't totally like you as much as he likes himself.  He is only after something for himself and unless you want to be the girlfriend that is cheated on, steer clear.",Family & Relationships,4.398021563642909e-06
49,"Title: What does the ""cut through red tape"" mean?, Content: , Answer: In England, many hundreds of years ago, official documents were bound up with red tape.  Cutting throught the read tape would mean cutting out the official, burocratic steps and just going straight to the solution to the problem.",Society & Culture,9.847741411597433e-05
50,"Title: What can I do for my toenails looking yellowish?, Content: , Answer: anti-fungle treatment! grosse!",Health,1.5236737642755247e-07
51,"Title: When God said ""Let there be Cats"", was He promptly ignored?, Content: , Answer: Actually, First Cat walked in while Creation was in progress.  She sat down and gave the Creator that look that only cats can manage -- you know, the one that combines complete indifference with boundless contempt -- and said:\n\n""You started WITHOUT ME?""",Society & Culture,0.45730472731897
52,"Title: does raw rice really explode birds? (please dont test it to let me know)?, Content: , Answer: I don't know if they explode. I DO KNOW that when the birds eat the raw rice and then it drinks, the rice starts to swell in the bird's stomach. I am not sure how they die but some do. \n\nThat is why they tell you to throw birdseed at weddings instead of rice.",Education & Reference,0.47204538884496744
53,"Title: Does anyone have WPA health cover?  Is it value for money?  What are the good and bad points?, Content: How does it compare to HSA and other organisations?, Answer: http://66.102.9.104/search?q=cache:S0FozEIhtw0J:justfuckinggoogleit.com/\n\nHTH\n\n.",Health,1.5873443194223513e-07
54,"Title: tell me...what is the best way to earn money!!!!?, Content: i was thinking about doing a business,and then i realize that earning money is pretty hard!!, Answer: Best, legal and safe way to earn on internet is by joining paid survey sites. Paid survey sites pay you for your opinion on various topics. \nDon’t pay for any survey program to join. There are many free to join paid survey like survey savvy they pay more then 5 $ per survey. Always check for on which site you are registering is BBB (Better Business Bureaus) certified. \nSurvey Savvy \nhttp://www.surveysavvy.com/ss/ss_index.php?id=2340620&action=join\nGlobal Test Market\nhttp://globaltestmarket.com/join.php?lang=E&p=InfoshineSolution",Business & Finance,1.8141649291026335e-05
55,"Title: i know this sounds grose but why is it when u shave u get more hair?, Content: , Answer: You don't. That's a myth. You just get the same amount of hair with the same thickness you had before. It just looks different because it's cut differently.",Business & Finance,0.3541917566160169
56,"Title: I am a American woman in love with Indian man. What is the easiest way to get him to America?, Content: , Answer: First question to you is, have you met this man in person and spent a significant amount of time with him in person?  and I mean face to face, not over the phone or webcams, etc.  If not, you want to do this first, and you might want to first visit his country if you have not done so, then next, bring him over on a tourist visa to visit you.  Internet relationships can be a great start, but the real proof is face to face, day to day.\n\nAlso, because these are very different cultures, do a lot of research on the Indian culture, so that you are well-informed.  Love does not conquer all, you need to be ready to deal with the obstacles and difficulties, and knowing what they might be will be most helpful to you.\n\nMake sure that he is not just wanting to find a way to the U.S.  A lot of Indians want to move to Canada or the U.S., and some will use marriage if they have to, to accomplish this.  You would rather be aware of this now, than later.\n\nWhen you are ready to bring him over permanently, if that is your decision, then you will want to go to the Immigration website and read through the material and fill out the application forms to go through the process.  If you need or want help, consult an immigration lawyer, preferably one with a good reputation.\n\nHere are links for you:\n\nVisa Home Page\nhttp://www.travel.state.gov/visa/visa_1750.html\n\nImmigration Home Page\nhttp://www.uscis.gov/graphics/",Politics & Government,5.6119374695750355e-05
57,"Title: do you hunt?, Content: , Answer: I enjoy moose hunting.",Business & Finance,0.0489266866843554
58,"Title: how is lenin like old major in Animal Farm?, Content: please help me it's 1:20 in the morning please help me!, Answer: Try this. It might help.",Education & Reference,0.13364354775840914
59,"Title: What is the one thing you want to accomplish before passing to the next life?, Content: , Answer: I want to spread Islam by peace & love as old great Muslims did",Society & Culture,5.720559986174955e-05
60,"Title: why does my bark all the time?, Content: it barks day in day out driving me crazy, Answer: I'm guessing your dog is the one barking? =0) Pet stores sell bark collars that either beep at a really high pitch when they bark to annoy them or there are ones that beep first to warn them and then deliver a mild electric shock if they don't stop. We had a sheltie puppy that barked all day but the collar worked. Eventually we only threatened to put the collar on and he would be quiet",Education & Reference,0.45182159340017775
61,"Title: Are mulit-family units good investments?, Content: , Answer: Absolutely!!  You can either live on one side and have tenants live on the other side who basically pay your mortgage via their rent.  Or, if you are not going to live there, one half pays the mortgage, and the other have is positive income.  On top of that, house values go up basically every year.  So yes try to invest in MANY multi units, you will get very wealthy!",Business & Finance,1.0555369179427281e-07
62,"Title: Why do you sometime only need to wipe twice and other times you can wipe forever and there is always more left, Content: , Answer: The consistency of your stool (poop) is based on what you've eaten.  Solid poop requires less wiping.  That's the *bottom"" line about wiping.  ; )",Health,2.121476349360118e-06
63,"Title: how can i password protect my site.?, Content: I am using freewebs and don't want to pay. I want to be able to have a members page where members can use their own user name and password to access special pages. I want to make it as simple as possible because i am not very good with anything but html.\n\nPlease tell me how this is possible!!!!, Answer: GO TO THIS MICROSOFT SITE AND JUST FOLLOW DIRECTIONS. THERE ARE SO MANY OTHER CHOICES OF SEARCH REFERENCES IT IS MIND BOGGLING.",Education & Reference,1.7989202333880742e-07
64,"Title: What will it take for republicans to win the 2008 presidential election?, Content: , Answer: they have already won .all the elections are rigged by the huge companies that supply the voting machines  .they are like slot machines pull the handle and a donkey and two elephants pop up no matter how many times you play the house always wins.",Politics & Government,6.623146988263974e-07
65,"Title: M4 Carbine.. secondary sighting system ?, Content: I'm setting up an M4 to use primarily for CQB under 50m. I'll run on iron sights (albeit triijicon) but am can't decide between 3 other options: Aimpoint ML2, EOTech, or a foregrip from CTC . Any suggestions or thoughts ?  I don't care about how easy getting a zero is... just durabilty/reliability and aquisition for social work.\nIf you don't understand the language in the question, please take a pass in answering. All you ""Mike Novembers"" out there, yup, that means you....... All *informed* opinions however, are most WELCOMED, Answer: EOTech for sure - It's a must.",Politics & Government,0.7891119453580137
66,"Title: Do you think illegal immigrants help or hurt the economy?, Content: , Answer: The approximately 40 million illegal immigrants in this country definitely hurt the economy.  \n\nThey took away a lot of jobs like roofing and construction jobs from the American people.  You used to see two white or black men putting on the roof.  Now you see 14 illegal aliens on a roof - all making below minimum wage.\n\nAnd most of their money gets sent back to Mexico.  That hurts the economy also.\n\nIllegals have put a real stand still on health care for millions of Americans.  I had cervical cancer while I lived in South Texas.  The doctor's office gave me an ""emergency"" appointment for 6 months away.  They couldn't see or treat me and the entire building was filled with illegal aliens and their 8 to 10 children. And of course the mothers were all pregnant.\n\nWell, I took my belongings in a bag and took the Greyhound bus to West Tennessee to live our the rest of my life.  They gave me surgery immediately and today I am cancer free.\n\nI would have died if I remained in South Texas.....)(",Politics & Government,0.0003506732539881271
67,"Title: Did the young Mother rightfully get kick of a commercial flight for nursing her baby?, Content: Gillette, said her troubles began when she and her husband and their almost 2-year-old daughter River were traveling from Vermont to New York. Their flight was delayed three hourst (booked through Delta Air Lines) \nThe family headed to their seats at the back of the little plane. Mother and daughter took the window seat in the second to last row; River’s dad took the aisle seat. As the plane was getting ready to move, Gillette tucked in next to the window and began to discreetly nurse River.That’s when Gillette noticed the lone flight attendant holding out a blanket, telling Gillette that she needed to cover up.,” she says. “I was being as discreet as possible.” When Gillette refused, Gillette says the flight attendant responded; “You are offending me. You need to cover up.” Gillette refused again.   Gillette says the flight attendant huffed off, and returned with a ticket agent, who told the family that they were being thrown off the plane., Answer: Why don't mothers put their milk in a bottle while travelling ....Plus a two year old is not a baby anymore they have sharp teeth and i think that a mother who breastfeeds a kid over the age of 10 months is a mother who has mental problems\nIf i could remember my mother breast feeding me i would be very disturbed....You should not have to remember that sort of thing",Society & Culture,0.04888033407842774
68,"Title: Im feeling depresed and dont know why?, Content: , Answer: first of all u should clear in what issue u get depressed?like lack of friends,beauty and so fat or short.and sit alone in peace ful area and anlyze u r self.what i am n why i am feeling like that.u will defenitely feel little bit good .now start to recollect u r past happiest movements in u r life n u r best friends not only friends any one u likes more and spend some time in past happiest movements.u will surely feel refresh.other wise try to mail to me iam ready to share u r feelings.",Business & Finance,0.0114159104765222
69,"Title: what exactly is Yogurt cultures and what good are they for our bodies?, Content: , Answer: What are Live and Active Cultures? \nLive and active cultures are responsible for some of the potential benefits of yogurt. Cultures including Lactobacillus bulgaricus and Streptococcus thermophilus are added to milk to create what we call yogurt. Yoplait also adds Lactobacillus acidophilus to our yogurt. This is a third live and active culture. \n\nThese cultures are known as ""live and active cultures."" Yogurt is initially made with such cultures, but some yogurts are treated with heat after they are made. The heat processing destroys the cultures. Heat-treated yogurt doesn't taste any different, nor does it contain less calcium, protein or other nutrients, but it may not offer some of the health benefits that yogurt containing active cultures does.",Health,1.358239500102684e-08
70,"Title: i have an old email account with yahoo but i cant remember the password and i tried password recovery but cant, Content: , Answer: If its old then it's been deactivated anyways, so the emails were probably deleted.",Computers & Internet,3.4219969728677226e-06
71,"Title: what does it mean when a boy looks at u?, Content: well today when a guy looks at u a little confused like u look a little different and i was in the hallway and he looked behind him and saw me and he just looked at me. i also like this guy to :), Answer: It either means \n\na) you looked hot\nb) you looked weird\nc) he wasn't looking at you\nd) he's interested in you\ne) you're freaking out over nothing",Family & Relationships,2.99006215045689e-07
72,"Title: Is oral sex safe with a person with geital warts?, Content: , Answer: You don't need an open wound to contract genital warts. They are from the virus HPV (human papilloma virus). Skin to skin contact. Not even condoms will protect you if the lesion is not covered by the condom.\n\nI suggest you go to Planned Parenthood, or your physician to pick up some literature on STD's.",Health,7.593953207504515e-09
73,"Title: where can i find  a table of physical constants for inorganic and organic acids? i.e. vapor pressure,?, Content: whre can i find a free set of tables on the web that list physical properties for inorganic and organic acids such as vapor pressures at variou tempertures, dissociation constants, and solubility of the coresponding conjugate salts?, Answer: Chemexper.com its super cool , type in the name of the compound and it will give you a ton of info about the thing you are looking at. I order chemicals off of it but it was really useful in researching for my Ochem labs as well.",Science & Mathematics,5.467426971198801e-07
