text,label
"Veritas buys KVS, plugs archive hole Underlining the importance of message archiving software, Veritas Software Corp. has announced plans for a \$224 million cash acquisition of KVS Software Ltd.",Sci/Tech
"Science sidelined ONCE AGAIN a Bush administration scientific report blames emissions of carbon dioxide and other greenhouse gases for global warming, and once again the reaction of the Bush White House is to say the evidence does not warrant action.",Sci/Tech
Free-Speech for Online Gambling Ads Sought The operator of a gambling news site on the Internet has asked a federal judge to declare that advertisements in U.S. media for foreign online casinos and sports betting outlets are protected by free-speech rights.,Sci/Tech
"Nigerian Senate Orders Shell Unit to Pay (AP) AP - Nigeria's Senate has ordered a subsidiary of petroleum giant Royal/Dutch Shell to pay a Nigerian ethnic group  #36;1.5 billion for oil spills in their homelands, but the legislative body can't enforce the resolution, an official said Wednesday.",World
"Iraq to get \$436m emergency loan The International Monetary Fund (IMF) has approved an emergency loan of \$436m (232m) to Iraq, the first from an international organisation.",Business
"Federal tax staff strike over wages OTTAWA -- About 8,000 employees of the federal tax agency walked off the job yesterday in Ontario and BC, including 280 in London, leaving public phone queries unanswered and federal revenue cheques uncashed.",Business
Asian telecom firms come together Seven Asian telecommunications firms are coming together to invest between \$30m and \$40m (16.3m and 22m) in new mobile phone services and technology.,Business
Brazilian striker dies during Indian club match Brazilian striker Cristiano de Lima Jr died yesterday after collapsing on the field during a domestic club tournament in the southern Indian city of Bangalore.,Sports
Briefly: Piracy crackdown yields \$2.2 million roundup Plus: Sun draws Nvidia graphics into Solaris...Tibco scoops up software company...PeopleSoft extends customer assurance.,Sci/Tech
EU raps Greece over deficit The European Union last night started legal action against Athens after it was revealed that a systematic under-reporting of Greece #39;s budget deficit should have ruled the country out of joining the single currency.,Business
Yukos executives 'flee' Russia All the top executives at Russian oil giant Yukos have fled the country in fear of arrest as the government seeks to sell off its main asset.,Business
"Greece proved to be ideal host ATHENS - No question where to watch the sun set on these Olympics. It was here, on the white marble slab benches of Panathinaiko Stadium, just as the bobbing gaggle of rail-thin runners made their way from Marathon.",Sports
"U.S. Doping Watchdog to Question BALCO's Conte - IAAF  HELSINKI (Reuters) - U.S. anti-doping officials plan to  question Victor Conte after the BALCO head claimed he saw  sprinter Marion Jones taking banned drugs, world athletics body  the IAAF said Saturday.",Sports
"FDA Warns of Terrorist Prescription Drug Tampering By DIEDTRA HENDERSON     WASHINGTON (AP) -- ""Cues from chatter"" gathered around the world are raising concerns that terrorists might try to attack the domestic food and drug supply, particularly illegally imported prescription drugs, acting Food and Drug Administration Commissioner Lester M. Crawford says...",Sci/Tech
"Winter Weather Outlook Mixed, El Nino Looms (Reuters) Reuters - Winter will be warmer than normal in\the U.S. Western and Plains states and colder than usual in the\Southeast and mid-Atlantic regions, but the return of El Nino\is making it hard for forecasters to hazard a guess for much of\the country, meteorologists said on Wednesday.",Sci/Tech
"WHO Urges Science to Keep World Healthy (AP) AP - Technological advances that help drug companies churn out highly profitable prescription medications must also be applied to improving public health care around the globe, a World Health Organization report released Wednesday says.",Sci/Tech
Analysts: IBM selling PC business makes sense IBM is considering pulling out of the personal computer business it founded - a sign of a big change in the way companies buy computers and a shift of power in the PC industry.,Business
Ex-NetScreen CEO joins start-up The former CEO of NetScreen Technologies has moved on to a new upstart. Can he make the same magic work again?,Sci/Tech
"God or science? Ninth-grade biology teachers in Dover, Pa., must include  #39;intelligent design #39; in their instruction. Observers say it is a sign of what #39;s to come.",Sci/Tech
"Vodafone tests Chinese mobile phone equipment Vodafone Group, Europe's largest mobile phone operator, is testing several network systems from Chinese manufacturers with the intention of purchasing equipment within the next few years.",Sci/Tech
"Gartner optimistic about chip numbers But that optimism isn #39;t matched by Infineon, which said that while the market worldwide remains buoyant, the US is a special case and cautioned that growth might not be as strong as it expected.",Sci/Tech
"Oil Rebounds After Iraq Pipeline Attack  LONDON (Reuters) - Oil prices rose on Friday, stemming five  days of heavy losses as fresh sabotage attacks on Iraqi oil  infrastructure despite a peace deal in Najaf renewed concern  over the country's supplies.",Business
"ATI Q4 sales, income rocket ATI saw its income almost triple during its most recently completed fiscal quarter, Q4 2004, the company said yesterday after announcing record results.",Business
"Report: Officials search Yukos managers #39; homes Russian authorities have searched the homes of dozens of managers working for the embattled Yukos oil company in what one board member described as a massive campaign reminiscent of the Stalinist purges, a news agency reported Sunday.",Business
Computer Makers Sign Joint Code of Conduct The three largest computer makers spearheaded a program today designed to standardize working conditions for their non-US workers.,Sci/Tech
Hundreds Attend D.C. Meeting on Expos (AP) AP - Residents packed the District of Columbia Council chambers Thursday to praise or pan the mayor's  #36;440 million proposal to refurbish RFK Stadium and build a new ballpark for the Montreal Expos.,Sports
"Chip Sales Rise; Inventories Seen Down  NEW YORK (Reuters) - Global semiconductor sales rose 1.1  percent to \$18.2 billion in August from the previous month and  it appears as though chip inventories are declining, an  industry trade group said on Thursday.",Sci/Tech
"Administration ignores global warming warnings Yes, we know you don #39;t like that news, but it #39;s science - good science from what we can tell. A new four-year international report by 300 scientists from the United States and seven other countries that was ",Sci/Tech
PayPal and Apple iTunes link-up Payment system Paypal announces a tie-up with Apple's iTunes as it continues to secure new business with online retailers.,Business
"No relief as IMF and World Bank talks on poor end in failure THE worlds leading finance officials and ministers yesterday failed to reach agreement on debt relief for the poorest nations. Wrapping up a weekend of IMF and World Bank talks in Washington, no agreement appeared to have been secured.",Business
"Kenteris, Thanou charged for crash Greek authorities have charged athletes Kostas Kenteris and Katerina Thanou with avoiding a drug test prior to the Athens Olympics and then faking a motorcycle accident.",Sports
"Study: U.S. needs foreign-born workers Report backed by pro-visa group sees shortages in high-skill occupations, a view not shared by all.",Sci/Tech
Ecclestone shrugs off challenge London - Formula One supremo Bernie Ecclestone has shrugged off a High Court ruling that challenged the businessman #39;s control of the firm behind Grand Prix racing.,Sports
"Microsoft delays on antitrust compliance requirements Microsoft is behind schedule in complying with a court order to document its proprietary communications protocols, according to US authorities monitoring its behaviour.",Sci/Tech
"Red Hat Appoints New CFO September 2, 2004 -- (WEB HOST INDUSTRY REVIEW) -- Linux distributor Red Hat (redhat.com) announced on Thursday that it has appointed Charles E. Peters, Jr.",Sci/Tech
"Movie Industry Sues More DVD Chip Makers on Piracy  LOS ANGELES (Reuters) - The representative for Hollywood's  major movie studios on Monday said its members have sued two  microchip makers, alleging they sold their products to makers  of equipment that can be used to illegally copy DVDs.",Sci/Tech
"Camera phone technology brings quick arrest of robbery suspect NASHVILLE, Tenn. A camera phone -- and its quick-thinking owner -- are being credited with solving a robbery. The victim is a limo driver who was washing his car in Nashville, Tennessee, today.",Sci/Tech
"Jury rules 9/11 was two attacks Attaching victory to a string of defeats, a jury yesterday agreed with World Trade Center developer Larry Silverstein #39;s claim that the planes that struck the Twin Towers represented two separate, insurable events.",Business
"Zhang Readies Another Martial-Arts Saga TORONTO - A few years back, Zhang Yimou was a bit miffed that fellow filmmaker Ang Lee was faster on the draw in elevating the martial-arts epic to serious cinema. But now that Lee's ""Crouching Tiger, Hidden Dragon"" has broken the genre into the mainstream among Western audiences, Zhang is happy to follow his lead...",World
Moving Ideas Off Campus The transfer of technological innovations from the campus to the capitalist marketplace has been a financial windfall for many schools.,Sci/Tech
Development May Endanger Protected Species (AP) AP - The Bush administration said Friday it will allow developers to complete construction and other projects even after belated discoveries that the work could endanger protected species.,Sci/Tech
German bank customers victims of phishing FRANKFURT: German banks Postbank and Deutsche Bank said Monday that their customers had been recent victims of Internet fraud via copycat websites.,Sci/Tech
"Google Faces Challenge of Public Company Status Your name is synonymous with searching the Internet, and you #39;ve just raised roughly \$1.7 billion from investors by going public.",Business
"Medical Examiner Finds No Injuries on Thanou-Source ATHENS (Reuters) - A medical examiner has found that Greek sprinter Katerina Thanou, who was in hospital with fellow athlete Costas Kenteris, had no injuries, a judicial source said on Tuesday. ",Sports
"Recreational Fishing Puts Bite on US Fish Stocks, Study Says Researchers behind the study say fishing for fun now makes up almost a quarter of the total take of overfished populations. These include seafood favorites such as red snapper, red drum, and bocacciospecies ",Sci/Tech
"Sun God Gets Burned (The Motley Fool) The Motley Fool - In Greek mythology, Apollo was the god of the sun. But yesterday, for-profit educator Apollo Group (Nasdaq: APOL - News) more resembled another figure from Greek lore -- Icarus, the young lad who made wings of wax and feathers, flew too close to the sun, and plunged to his death when the wax melted.",Sci/Tech
"National union leaders set a timeline for change November 11, 2004. WASHINGTON -aced with the impact of labor #39;s political loss on Nov. 2, the AFL-CIO Executive Council decided on Nov. 10 on a timeline for changes in the union movement ",Business
"European Union to lift sanctions against United States BRUSSELS (Belgium): The European Union will lift sanctions against the United States now that US President George W. Bush has signed a law reforming corporate tax breaks deemed illegal by the World Trade Organisation, the EU executive commission said ",Business
