,text,label
10,"My mum died two days ago, my heart is hurting so bad : I feel like I will never stop crying and feeling teary. My heart feels so sad for my Mum who won't get to do the things she loved anymore. She'll never get to feel the warmth again and get a really dark tan like she always did. It destroys me that her death could have been possibly prevented if she had been treated sooner. She was only 54, she should still be here. 

I'm torturing myself thinking of all the stupid times that I didn't act the way I should have just because I was too depressed. Or the things I didn't do that she asked me too or hinted/suggested. I had the ability to make her happy and I didnt. I upset her just because of my negative mind and how effected she was by me. All the lost moments where I was in the room but my mind wasn't present in the slightest.

She was suffering for a long time with alcoholism and unfortunately cancer took over her body. I feel like more could have been done to stop her from dying, I feel like I should have done more and been more helpful with her physical and mental health. I should have realised she was so unwell in the weeks before her death, there were days when I would look at her and just think oh god you look so unwell, why did I not say something? She might still be here if she had got to the hospital earlier. 

My heart hurts thinking about whether she was scared or worried. Whether she knew she was dying or had accepted her fate. Whether she knew she was leaving us and how distraught we were. When she was awake but delirious I couldn't look at her without crying, she must've known something was wrong because she almost never saw me cry. It brings me some peace to know she can't think and can't hurt anymore, her mind is resting and she is free from the pain of life.

I honestly don't know how i'll get over this, I realise only now that she was such an important factor in my life, I depended on her and she depended on me. I should've been there for her.",moderate
11,"😐 : i feel like im locked in myself, anger and rage making every day unbearable. not to be psychotic or anything, but i would very much like to murder all my loved ones indiscriminately.  the moral side of me (the coward) says no, stops me from doing any harm to others and myself, but everytime one mentions any sort of negative feelings and those suicidal thoughts, i want to kill them. let me do it for them. let me fucking bash your head in you little shit i cant bear to see you suffer like this. i could easily kill myself, but the survivalist wont let me. the need to see these people flourish despite theur difficulties is what prevents me from doing. contradictory to this, i would very much like to get rid of then along with every single human being on this planet. i want to be alone. i want to be unique. i want to ravage this earth on my own and live the beastly horrid life i deserve to live. kill me like a wild animal. The only difference is that i'll be filled with sin. 
😘✌lol ahaha sorry about that. i hope you have a nice day, lovelies 💗💗 sorry for the odd vibe haha",moderate
12,"It finally got the best of me : I have been struggling for a few years now, through therapy, talking to people, going out and trying my best to keep myself busy, enjoy life through all that it gave me.

But no matter what i did, or what i do, that excruciating pain in my chest never goes away. It's a combination of fear of wasted potential, not feeling like i am good enough, loneliness, anxiety and not being able to fit in all at once.

And it slowly took everything away from me. My passions and hobbies slowly turned into chores, i couldnt pretend to be happy enough in front of my friends, and they tried to help me, but it was pointless, so we slowly turned into strangers. Relationships crumbled, as i tried to find in others what was missing inside me.

And even though i am young and still could see and experience so many things, nothing seems to spark interest. 

I just want the pain to go away and be normal again. Why is that so hard?",moderate
13,"I thought I had it under control : I've been feeling better, truly. I started taking my medication correctly, stopped drinking, started doing things I enjoyed. And then my life went to shit. My boyfriend and I broke up (we didn't love each other anymore), I moved farther away from my mom, I got into legal trouble, my grandmother suffered her 3rd stroke, I spent Thanksgiving alone. My grandmother almost died again. I spent Christmas alone. My ex got a new girlfriend, and I don't care much about that, but more about the fact that as a friend, I apparently no longer exist to him. I feel as though my family and friends are all so unreachable and nobody seems to understand when I tell them. I'm spending nye alone. 3 holidays in a row and I can shake this feeling that I'm slowly slipping back into old habits. I don't leave my bed if I don't have to work, I'm barely eating, and I let my room get a mess. I had a scary thought today. I've never been suicidal before, but today it sounded nice. I guess I don't have it as under control as I thought I did....",moderate
14,Everyone seems happy.. I wish I felt some of that. : All I want is some love. I feel alone. I can sense my death date.,moderate
15,"2020 is in less than 2 hours and I don't feel ready : Everything is against me, especially during these holidays. My friends, my family, myself are all fucking me up deeply. 2019 was not a good year for me. How am I supposed to survive 2020 when theres no one left to help me?",moderate
16,"Sudden Realisation : Posting this on my alt account and on mobile so I apologise for the formatting.


In 2019 the company I work for has gone through a big transition from small company to bigger player in the field. A few of our senior workers didn’t like the change so I’ve stepped up (by my own choice, my bosses are actually fantastic and would never ask) and worked longer hours and weekends to keep everything going. I’m up for a huge promotion next year because of it.


Towards the end of the year I noticed I was getting more tired and snappy so I booked a long break over Christmas where we’d normally shut down, assuming it was exhaustion. Now I’m off I feel like it’s gotten worse. 


Spending time with people annoys me, I don’t find joy in anything I do. I literally sleep and watch videos all day. I haven’t left the house or showered for a week because I haven’t needed to. I assume that everyone hates me because I am so dull.


I thought the break would refresh me but I was just using work to cover up what I assume to be a deep depression. Looking back the reason I put so many hours in is because I didn’t want to have to deal with my life at all, I wanted excuses to not socialise.


I feel like a shell of a human, more robotic than anything else. I just wanted to get this off my chest because I don’t know what I’m going to do. I can’t talk to anyone about this and I have extremely bad experiences with doctors when I’ve tried to go to them about my anxiety. I just hope I’m not broken forever.",moderate
17,"i have a question : sooo does anyone really just want to disappear or want to try something but is just too lazy too, or just too unmotivated to do anything. because that’s how i feel, i really just hate the place i’ve been in for the last few months and it’s starting to really really get to me. i just want to be unknown so i can die without hurting people or just disappear without people wondering where i went. although the other thing is i have no motivation to do those things or even anything, if i could i would melt into my bed and stay there forever....fuck new years",moderate
18,Just Cried While Watching [KUNG FU PANDA] At A Family Gathering because of the Nostalgia : [removed],not depression
19,"Happy new year : Never posted in here before, 2019 was quite a year of loneliness. Turned 21 spent my birthday alone all day, 3 failed relationships, One of my best friends found a girlfriend which I couldn’t be happier for he deserves it however, it has led to him disappearing from my life as well as his other friends, Ive also lost a few contracts on jobs. 2018/2019 wasn’t my best years and 2019 was by far the lowest. 

Never been one to be invited to parties as much as I socialize and try to make more friends. but a friend invited me to one last minute tonight. So I showed up but only familiar faces of a class that graduated before me and who had no idea who I was so I looked for my friend and he was on the side of the house throwing up. Grabbed him some waters and a few napkins and left. Spent 40 minutes driving around by my self listening to music.

Here’s to 2020. More lonely nights. More ignored texts. More rejections. More watching everyone’s happy lives on social media. Doubt it will get better for my self. But I hope it changes for the rest of you. Happy new year.",moderate
20,"What the hell are we supposed to be doing everyday? : I live at home with my parents, I do food and flower delivery as well as having an online business. I make decent money for being 23 years old.
I've taken about 14-15 classes at community college the last 3 years to transfer to UC, but the last year I just stopped going to community college to finish my last classes I need.
I don't have the energy or motivation to go to class at the moment, although I plan on going soon. I'm making money and happy being self employed at the moment.
But at the same time, it's fucking lonely. I have a dog that's 5 I raised since he was 6 weeks old I love more than the world, and I love walking him but even sometimes I have no energy to walk him.
It's 2 pm i've been up since 9 am dong nothing but watching youtube and tv shows. Fed my dogs. Now sitting here feeling like shit again.
All my friends moved away or stopped talking to me, and my best friend is 10 hours away.
I'm tired of sitting here all day, I have back strain and neck strain all the time. 
Is it just us depressed people who sit at home doing nothing all day? Or do normal people do it as well? 
I feel like life is so repetitive and it's not just people who are depressed but everyone. But I atleast wish I had someone to do something with.
When I had a girlfriend at 18 we would go out together every single day and do fun things, but i've been single for years now and i'm starting to lose my mind. I couldn't find a girlfriend in community college. 
What do most people do all day other than work? Is it normal to do nothing all day? What the **** should I do? Go shopping by myself? 
Only thing thats kept me from suicide is xanax ive been on for years on and off which is the only reason im able to work or walk my dog or get through the day.",moderate
21,"I came to the conclusion that I'm dead inside. : Welp, to summarize the story, it's happening a party right now, I see people happy, dancing, enjoying the moment, you know? But I can't. I'm surrounded by happiness but not able to feel it. It's like I am a dead man which breaths.

My brain is dead and I am tired.

Happy New Year.",moderate
22,I wish I could give my life to someone who actually wants to live : Fuck New Years by the way,moderate
23,"Anyone else find that they are unable to cry? : I've been depressed for about fifteen years and when I think about it, I don't think I've cried for the last seven or so. It doesn't happen and I can't get it to. I feel like there's something wrong that this ability or natural reaction is gone for me. Maybe it would be helpful or cathartic to let things out, but I'm unable to get myself to cry. 

My depression mostly feels like nothingness instead of sadness, but there's a lot of sadness I think I need to feel to get over things, but it's like I can't make myself experience these emotions.

Is there any way to get back this ability or these feelings? I take medications and see a therapist and psychiatrist, but they haven't helped in enabling me to experience emotions or be able to cry.",moderate
24,"alone : i have been left cold, scarred, and empty  by this past year. the one and only thing i want in life is love. it also seems to be the one thing i can’t have. this past year i have gained and lost the only love ive ever had in not even a month. i feel like im not good enough for someone to love me. am i damned to another year of this empty desire?",moderate
25,"It’s a new decade and I still hate myself : Mental illness is the worst. I feel like I’m supposed to be happy when i see all these happy people, but all I feel is despair. At least back in 2010 I had hope still. All that hope has turned into bitterness and despair now. Here’s to hoping the new decade gives me something to actually look forward to",moderate
26,"I wanted 2020 to be better ... : ... but I'm in a worse position than I was on New Year's in 2019. I know it's stupid to give up on a whole year before the first day is even over, but I really thought I'd be in a better place by now. And I'm not. Can someone give me a pep talk?",moderate
27,"I think I forgot how to exist : I’m just here. It’s Christmas, which normally I LOVE. I love snow, I love lights and all the weather, but I’ve felt so completely empty the past two months. I can feel my life moving and I feel like I’m not even seeing or feeling any of it. I’m just going through all the motions, and I’m starting to panic a bit because everybody is acting like this is completely normal. Like I keep telling them something is very wrong with me right now and no one believes me or sees anything wrong. I’m scared because I feel so disconnected from everything I used to love, including the people around me. I’m really stressed about it and I am not sure how to help this. I tried to get an appointment scheduled with a psychiatrist, but they couldn’t get me in until February. My counselor is overbooked because it’s at the university and she is always swamped. I just don’t know what to do anymore.",moderate
28,Man I feel like shit : It feels like I went into 2020 waking up feeling like shit knowing I really don't know how to express these feelings anymore. Fucking overslept till 3pm so my day is also kinda gone and I'm really starting to get worried I have ruined all my friendships. I really fucking wish I didn't happen. Fuck this.,moderate
29,"All the “new decade” stuff is killing me inside. : It makes me think back to the start of 2010 and being an 11 year old who was happy and had no worries.

And now here I am, college dropout NEET that wasted his youth, never been in a relationship that has no direction in his life.",not depression
30,"I lost it tonight : I hate new years, why didn't I just stay home and go to bed early?

I bought a bottle of bourbon yesterday, anticipating staying at going at tonight.. but somehow I convinced myself that a couple acquaintances of mine wanted to hang out but that ended up turning into a third wheel situation, I ended up leaving on NYE at about 11:30 and went to a local bar close to my house until about 2:30 when they kicked everyone out.

The local late night pizza place gave me my order for free because they see me there all the time... While I appreciate it of course, when I got back home I just lost it.. like I never have before, I guess it was just the finality of new years coming to pass and the only person who gave a shit about me, who even had some genuine care about me was the guy at the pizza place. I know that's not true, I know my parents care and family care about me... But fuck I just want to forget.. or just move somewhere else and start over.",moderate
31,When I try to make a comment : I just try to make a comment and someone spams “GET THROWN OUT OF A HELICOPTER YOU COMMIE FUCK” and many after,moderate
32,"It's NYE and I was rushed home by my narcissistic mom. Sometimes I wish I really wasn't here : I felt so positice today. Looking forward to the new year. Now I'm on the toilet with anxiety and diarrhea because my mom causes me so much stress. I was hoping tonight would go well too. I went to my fiancees house to visit with his mom and dad for a few hours. I told my mom I would be home by 8. I talked to her on the phone while I was there and told her more like 730. Honestly I had forgotten about that and left at 8. Before I even got out of the cul-de-sac she's blasting my phone with a call, yelling at me, "" where are you it's after 8!"" While it is literally 8:03 mind you. When we get to my house I break down crying. She tells me the usual. I'm sorry, I love you, I didn't mean to make you cry."" I try to explain that just because you stab someone doesn't mean you want them dead. It's the same logic. She says then that what about the times when I do things to her and she has to accept my apologies? Like, I'm your fucking daughter, wtf. 
Anyway I'm just so fed up with everyone. I feel so depressed when I'm home. When I'm with my fiancee I feel better. And honestly, I feel like I have diarrhea from all this stress. Fuck this.",moderate
33,"Hope 2020 will be better for all of us : I went out on NYE alone because I wanted to meet  some new people my age. Met some new people, not my age, and cried on the way home. Shout out to the people who passed me on the street and said Happy New Year, humans have a remarkable ability to recognize hurt in others. Shout out to the lady with a stroller I let go ahead of me (of course)  on the bus who asked if I'm OK because I look so sad. Sorry for lying and sorry that you had to see it.

I am hurting and it sucks to be alone. I hope 2020 and the future 10 years will be kind to me. Even with those comments from people I still felt invisible on the way home. The party dies down and I'm sure more is going on, but I wouldn't know where or who to go with. So I'm going to bed and it's the same old routine as usual. God help me.",moderate
34,"This isn't how I thought a new decade would come : It was supposed to be different...

I thought it was different...

It should be different...

I don't understand...

It's not.

It never will be.",moderate
35,"Anyone else not get invited anywhere for New Years? : At least I had my dog to hang out with at home. Social media is the worst today too, because everyone is posting pictures with all their friends and I'm over here like yeah none of my friends invited me anywhere, guess I'm not that important.",moderate
36,Body is broken down from wage slaving : How do you guys cope with having zero energy from wage slaving?,not depression
37,"Spending New Years Alone, We got you! : Hey everyone, just want to said happy new years. I am spending new years alone and I just want to post for all the lonely people, that 2020 is a new year. Make the change and don't dwell the past. Even if it doesn't seems to look up, it will get better and you will always have friends among this great people here. Happy new Years everyone!",not depression
38,"If you want Happiness so soon and so bad, you'll end up miserable...and depressed too : The title may sound harsh, and maybe this is not the exactly right sub to talk about this (if it isn't the post will get removed)

But I want to share this with you


A new decade started, and Day one I'm already in anxiety and I already had a panick attack...why does this matter? Well I wanted to start it in a good way...in a nice way, but I've already got a (burocreautic, yeah, but kinda big and could cost my career) problem...like every time in the last Decade

In the last Decade, I always tried hard to make everything perfect...I never accepted that I had sad moments, that I felt depression at the worst times, that some people abbandoned me, that most of my plans NEVER EVER Worked out...I mean I accepted it some times after, but I spent weeks feeling bad because...I wanted happiness, I didn't want to feel that way, I didn't want things to go so wrong and loose time of my life, suffering in my late teens while everyone was smiling...I didn't want to feel that darkness nor to be in it

I didn't accept it, and not letting go soon of this hurted me even more, to the point of making me empty so many times...I didn't felt anything anymore as I was scared to

They tell you ""Things will work out, it will go better than you expected"" or ""after the worst moments, the sun starts to shine""

But I always had low expectations, and most times, I was right to, but still...I wanted to be fine, I wanted the happiness that other people had, that I always considered luckier than me...why was I the one feeling like that?

And I got plenty of darker times after other already dark times

Scared, scarred and destroyed...and the worst is probably yet to come (being broke, parent's death, my bad state of mind getting worse to the point of no return)

The point is that...If you're looking forward to happiness so much (like every human being does and has the right too) and don't have it, you'll feel even more frustrated...so frustrated you'll end up numb

That's something we all know right? Yeah pretty much...but we don't realize that often

When we still aren't mentally ill, but we're not exactly ok either, We need to be happy so bad, just like when a kid wants a toy and the parent isn't gonna buy it...isn't it better to give up and accept they won't have the toy instead of fighting and crying?...things are not gonna change after all, the parent won't buy it

But the kid MAY have that toy one day if he/she behaves well...the kid will have the toy if there will be ""hard work"" for it

The kid will have the toy eventually, but not now, or not now by his/her parents at least

But if the kid just thinks about of not having it, this will eventually lead the kid to give up on that toy forever


You gotta accept you're ""miserable"" now

You gotta accept that life has been unfair

You gotta accept that you should've done smth more

You gotta accept that that was all what you could've done

You gott accept that things are like this

You gotta accept that even if you are a beautiful person, the best things didn't happen to people like you (right now...)

But do not search for a light that doesn't shine, because it won't shine just because you want it to...too brutal? (sorry if it is)

Isn't it better to be in the dark, alas, used to it, and then seeing a light shining, glowing and glowing more? Just be sure to still walk in the dark tho...and if you can't (and there's nothing wrong with it), please, find someone that can take you by the hand

Sadness and Pain search for you...the more you try to run away from them, the more they'll overwhelm you for good


Happiness doesn't...we have to search for it, but we gotta have lots of patience, like all good reasearchers...small steps

I wish for all of you, expecially the ones in a very dark place, Reading this now, a wonderful decade and to find the happiness and the same exact dreams you had and maybe you lost now...I can't tell you when you'll find them, and of course there will be pain and sadness before and even after that...but I hope you truly find them...I hope your suffering ends, hopefully, not by death

Life sucks, I know, I wish bad things didn't happen...I wish I didn't feel like this (it's not just the burecrautic problem...there's more)...But it is like this now and sometimes...and we gotta accept it...we gotta accept we feel bad, we gotta acept we need help too to feel good...


I KNOW THAT this is NOT the main cause for depression...I'm here talking this ""nonsense"" while some of you are deep down in despair and don't believe in happiness anymore...but sometimes, trying to feel happy, to want to be happy, when you just can't or are unable too...will badly affect people that aren't depressed yet

I know that this message won't change much...but I still wish the best for all of you again...whatever the future holds for you...it won't be just this horrible ""feeling"" (if we could even call it like that)",moderate
39,"I want to do things, but I just can't seem to care about doing it. : Title says it all. I want to do so many things, but my mind just keeps telling me not to. I'm stuck in this loop of where I do, and then I don't.",not depression
40,"Has anyone taken too much sertraline? I am prescribed 100mg of sertraline, which I take everyday. I also take 20 mg of adderall, which I am out of. I am feeling numb and lacking any energy. I wonder if taking 200 mg of sertraline would give me energy and motivation. : [removed]",moderate
