label,text
Sports,Federer crushes Hewitt to win US Open Swiss maestro Roger Federer has produced a devastating display of tennis to crush Lleyton Hewitt in a one-sided US Open final at Flushing Meadows.
World,Darfur peace talks hobble along amid bitter disputes over security (AFP) AFP - Delegates at peace talks to end a conflict in Sudan's western Darfur region traded bitter accusations of ceasefire violations as African Union mediators battled to keep the conference on track.
World,UN cuts Cyprus peacekeepers The UN Security Council agrees to reduce by a third its peacekeepers on the divided island of Cyprus.
Sports,"Walter McCarty, on the bench LINCOLN -- At the moment, Walter McCarty has his sizable hands full. He's holding 15-month-old Gabrielle, plus a baggie full of Cheerios and an Elmo book for her, and a grape soda for himself. The doorbell rings. It's the contractor, wanting a vehicle moved from the driveway. There's a backhoe digging a pool, and another one tunneling 4 feet into ..."
Sports,"Cubs Cut Loose Alou, Grudzielanek  CHICAGO (Sports Network) - The Chicago Cubs Thursday  declined to pick up the 2005 options on outfielder Moises Alou  and second baseman Mark Grudzielanek, making the two veterans  free agents."
Business,Vodafone 'OKs Verizon Sprint bid' US telecoms firm Verizon is reported to have won the backing of mobile partner Vodafone for a bid for US rival Sprint.
World,"Killing of Filmmaker Yields Indictments in Netherlands Description: Dutch authorities have indicted seven people in murder of a provocative filmmaker. Theo Van Gogh made films critical of Islamic violence against women and insulted Christians, Jews and others."
Business,"US Fed set to serve up another small rate hike Federal Reserve officials are expected to nudge interest rates up on Tuesday for a fifth time this year, another small step in a campaign to gradually lift borrowing costs before inflation rears its head."
Sports,"Team as we know it is history The news comes fast and furious. Pedro Martinez goes to Tampa to visit George Steinbrenner. Theo Epstein and John Henry go to Florida for their turn with Pedro. Carl Pavano comes to Boston to visit Curt Schilling. Jason Varitek says he's not a goner. Derek Lowe is a goner, but he says he wishes it could be different. Orlando Cabrera ..."
Sci/Tech,"FDA Approves Chip for Patients The Food and Drug Administration approved an implantable computer chip that can pass a patient's medical details to doctors, speeding care."
World,"Iran not plotting Shiite  #39;crescent LONDON, Dec 11 (IranMania) - Iraqi Vice-President Ibrahim al-Jaafari refused to believe in remarks published Friday that Iran was attempting to influence Iraqi polls with the aim of creating a  quot;crescent quot; dominated by Shiites in the region."
Sports,"Robinhos Mom Comes Home Safe The kidnapped mother of Santos starlet Robinho has been returned to her family in good health, allowing the teenage forward to breath a huge sigh of relief."
Sports,"Man Guilty in Death of Olympian #39;s Brother LOCK HAVEN, Pa. Oct. 14, 2004 - A former college football player was convicted of murder Thursday in the beating death of the brother of Olympic wrestler Sara McMann."
Business,"Morgan Stanley cracks in 3Q Investment bank misses estimates as trading income plunges, other units fail to pick up the slack. By Rob Cox, Breakingviews. LONDON (Breakingviews) - Morgan Stanley is the first to slip."
Sci/Tech,Don #39;t get mad with spammers. Get even Spammers may be about to get a taste of their own medicine. A British company is today launching software that it claims will allow computer users to hit back at the mass mailers who clog up our inboxes with 
Sports,Brooks Returns Star sophomore linebacker Ahmad Brooks is back with the first string after a curious demotion prior to the season-opening win over Temple last Saturday.
World,"Russian Government Approves Kyoto, Sends to Parliament (Reuters) Reuters - Russia's government approved the Kyoto\Protocol on Thursday and sent the climate change pact to the\State Duma, the lower house of parliament, for ratification."
Business,"Ottawa Says Time to Stop Protecting Air Canada The Canadian government, in a radical shift, said on Friday it was time to stop protecting national carrier Air Canada as it mulled whether to lift foreign ownership restrictions on the country #39;s airlines."
Sports,Woods Unsure About Tee Time With Injury (AP) AP - Defending champion Tiger Woods said Wednesday he injured his back sleeping on a plane last week and will not know until before his tee time whether he can play in the American Express Championship.
Sports,Nets Get Carter From Raptors in Bid to Rebuild Fractured Core The Nets took a big step back toward viability today with the completion of a blockbuster deal for Toronto Raptors' swingman Vince Carter.
Business,IBM Seeks Settlement of Pension Lawsuit A US District Court Judge ruled last year that Big Blue had violated age-discrimination laws by amending its pension plan in a way that would make older employees accrue retirement benefits at a lower rate than younger workers.
World,Bahamas put on hurricane warning The Bahamas and Florida are readying themselves for the latest savage hurricane to hit the region.
Sci/Tech,Mercent to help Guess sell on Amazon E-commerce Web services specialist is helping retailers take the guesswork out of setting up shop on Amazon.
Sports,"Pacers #39; Foster Activated From Injured List Indianapolis, IN -- Indiana Pacers center Jeff Foster was activated from the injured list Tuesday. He had missed the first 17 games of the season after undergoing hip surgery in October."
Business,"Snap-On Ratchets Down Expectations The hand tool manufacturer beats estimates, but internal growth can't match competition."
World,"Militants Kidnap Relatives of Iraqi Minister-TV Militants have kidnapped two relatives of Iraqi Defense Minister Hazim al-Shalaan and demanded US forces leave the holy city of Najaf, Al Jazeera television reported Wednesday."
Business,"Online Search Universe Is Expanding To get an idea of how hot Web search is, go talk to Raul Valdes-Perez, a Carnegie Mellon University professor who is leading a search technology start-up called Vivisimo Inc."
Business,Circulation investigation hits Times A wide-reaching federal investigation into newspaper circulation practices has knocked on the door of a fourth New York daily - The New York Times.
Sci/Tech,Development May Endanger Protected Species (AP) AP - The Bush administration said Friday it will allow developers to complete construction and other projects even after belated discoveries that the work could endanger protected species.
Business,Twinkies maker in crisis There #39;s an old saying in the business world when a sale seems all but assured: It was as easy as selling Hostess Twinkies. That may no longer be true.
World,"Cricket: England players' dismay England's players claim to have been used as ""political pawns"" over the Zimbabwe tour crisis."
Business,"Tough Quarter for Circuit City Circuit City (CC:NYSE - news - research) Monday said same-store sales fell 4.3 in the third-quarter, attributing the decline to decreased promotions as well as weaker sales of music and movie software and wireless products."
Sci/Tech,X-Prize for world #39;s  #39;Holy Grails #39; A series of X-Prizes for the scientific or technological breakthroughs that tackle the most important challenges facing humans are being planned.
World,"U.S. groups accuse China of failing to stop intellectual property abuses (Canadian Press) Canadian Press - BEIJING (AP) - Adding to pressure for China to stop rampant product piracy, two major U.S. business groups complained Thursday that abuses are getting worse and warned that lack of patent and copyright protection is hurting high-tech investment."
Sports,"Almunia feeling pressure Arsenal manager Arsene Wenger frankly admitted his goalkeeper, Manuel Almunia is feeling the pressure to perform after a nervous display in the Gunners Champions League win overnight."
Sports,"Turnovers cost Bengals in tough loss To beat the defending Super Bowl champion New England Patriots anywhere, let alone at Gillette Stadium, it takes a spotless effort."
World,Iran Dismisses New Nuke Site Charge as 'A New Lie'  VIENNA (Reuters) - A senior Iranian official said on  Thursday that the latest allegation that Tehran is hiding a  nuclear site from U.N. inspectors was a lie and denied that the  U.N. nuclear watchdog had even asked to visit it.
Business,Microsoft Moves Closer to Wiping Its Antitrust Slate Clean By reaching antitrust settlements with two additional litigantsNovell Inc. and the Computer  amp; Communications Industry AssociationMicrosoft Corp.
Sci/Tech,"Sun God Gets Burned (The Motley Fool) The Motley Fool - In Greek mythology, Apollo was the god of the sun. But yesterday, for-profit educator Apollo Group (Nasdaq: APOL - News) more resembled another figure from Greek lore -- Icarus, the young lad who made wings of wax and feathers, flew too close to the sun, and plunged to his death when the wax melted."
Sports,"No Urban renewal for fading Notre Dame NEW YORK - When Notre Dame fired Tyrone Willingham earlier this week, there was a strong feeling among certain influential Board of Trustees members that the university had to move immediately or risk losing coveted Utah coach Urban Meyer to another school "
Sci/Tech,The IPod's New Trick: Photo Show The iPod Photo looks and feels exactly like the existing iPod -- except it can display your photos on a bright screen. Should you buy it?
Sports,"Suzuki singles into history SEATTLE - Chasing a nearly forgotten ghost of the game, Ichiro Suzuki broke one of baseball #39;s oldest records Friday night, smoking a single up the middle for his 258th hit of the year and breaking George Sisler #39;s record for the most hits in a season "
Sci/Tech,"SynXis to Be Bought for \$40 Million In buying the McLean firm, Sabre would get 6,000 small and medium-size hotels as customers, as well as the technology they use to track inventory, book guests online and connect to Internet reservation services, including Sabre's Travelocity.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;"
Sports,Rams Offensive Line Strong in Debut (AP) AP - A makeshift offensive line came together at just the right time for the St. Louis Rams.
World,"Suicide Bomber Kills 1, Wounds 3 in Jerusalem A female Palestinian suicide bomber blew herself up at a bus stop in Jerusalem on Wednesday, killing one person and seriously wounding at least three others, Israeli authorities said."
Sports,"At 57, he's still semi-tough  The average playing career of an offensive lineman in the National Football League is 3.7 years. At 16 games a season, that means the average player will strap on his pads for a mere 59 professional contests."
Business,"House OK's \$136b in tax breaks  The House last night passed a sweeping rewrite of corporate tax law, a measure designed to end a trade war with Europe and shower \$136 billion in new tax breaks on businesses, farmers, and other groups."
Sci/Tech,"Feds Hunt Source of GOP Data When contact info for Republican delegates got posted on the web, the Department of Justice subpoenaed an ISP, but now seems to be backing off. Ann Harrison reports from New York."
World,"IAEA chief hopes Iran suspend enrichment process The International Atomic Energy Agency (IAEA) head, Mohammad ElBaradei, on Monday expressed his hope that suspension of uranium enrichment will be included in the preliminary Iran-EU agreement."
Sports,"Durham provides Dark Blues masterclass Oxford, the pre-match favourites, reclaimed the MMC Trophy in one of the better Varsity matches for some time here yesterday. But this, the 123rd staging of the annual amateur "
World,BBC reporters' log BBC correspondents record events in the Middle East and their thoughts as the funeral of the Palestinian leader Yasser Arafat takes place.
World,Israeli parliament set for historic vote on Gaza pullout JERUSALEM : The Israeli parliament is set for an historic vote on Prime Minister Ariel Sharon #39;s hotly contested plan to withdraw from the Gaza Strip after 37 years of occupation.
Sci/Tech,"Another Yahoo to compete with Gmail Last summer, Yahoo! purchased e-mail company Oddpost and now it has acquired Bloomba which analysts compare to Microsoft #39;s Outlook e-mail program."
Sci/Tech,"Web-apps are the legacy apps of the future.   Back in the days of stone knives and bearskins applications were  things that were written in cretinous languages like COBOL that  ran on wierd 71 bit architectures and used messed up file formats like  JCL and VSAM files or whatever.  What's a 'Data Division'?  Some whiny  80s band from Manchester?      Of course today we are so much  smarter.  If you look at the evolution, from ML, to branched languages  to structured programming to OOP, and from 3270 applications, to PC  apps to client server to web apps, you can clearly see how the  applications programmer transformed himself from knuckle dragging  simian to homo sapiens. That's the stereotype, right?    We have a name for all that old stuff, a pejorative name:  'legacy'.1   I'm here to tell you that the web application is the new  legacy.  "
Business,FT gets Collins Stewart claim struck out The Financial Times today won its action to strike out a record 230.5m libel damages claim from City brokers Collins Stewart that could have closed down the pink paper.
Sports,"Federer, Hewitt ready for US Open rematch in Houston Houston, TX (Sports Network) - Reigning world No. 1 Roger Federer and former top-ranked star Lleyton Hewitt will meet in a blockbuster  quot;Red Group quot; round- robin match Wednesday at the ATP #39;s season-ending Tennis Masters Cup."
Sci/Tech,"IBM, AMD develop new use of strained silicon IBM and Advanced Micro Devices(AMD) have jointly developed a new method for implementing strained silicon technology on both positive and negative transistors, the companies are expected to announce Monday."
Business,Unocal to Settle Myanmar Lawsuits Unocal Corp. (UCL) has agreed to settle two closely watched lawsuits accusing the US oil giant of turning a blind eye to human rights abuses that occurred during the 
Sci/Tech,"Molecule May Be Key to Nicotine Addiction New animal research indicates that a single molecule may be linked to nicotine dependence, the Associated Press reported Nov. 4. For the study, researchers in California worked with a single gene to genetically "
World,Baghdad Rocket Attack Kills Two U.S. Soldiers Two American soldiers were killed and five injured Monday in a rocket attack in Baghdad. The military said the incident occurred in the southern part of the city but provided no other details.
Sci/Tech,"More on the INDUCE Act \\""Copyright officials recommended on Thursday that U.S. law be amended so that\companies that rely on copyright infringement to make a profit can be held\liable for their actions.""\\Which of course applies only to US companies.  Kazaa should be free and clear.\\...\\Should have supplied a link.  I'm a BAD blogger!\\"
World,"Bush Twins Host Pre-Convention Party (AP) AP - Barbara and Jenna Bush, the president's 22-year-old twin daughters, arrived like rock 'n' roll stars at a Republican convention party Sunday, complete with red carpet, cameras and paparazzi shouting for a smile."
World,"8 Terror Suspects Appear in British Court LONDON - Eight suspects, including a man identified by the United States as a senior al-Qaida figure, appeared in a London court under heavy guard Wednesday as police investigated their alleged plot to commit murder and to cause mayhem with chemical, biological or radioactive materials.    A prosecutor also said police were searching about 100 computers and thousands of files, suggesting a protracted investigation that could produce more charges against the suspects, who were seized in raids across England two weeks ago..."
Business,"Wall Street Faces 2 Elections, Not Just 1 (Reuters) Reuters - The waiting game for the U.S.\presidential election ends two weeks from Tuesday -- but then\investors can turn over the timer and start again."
Sports,Saints behaviour unacceptable: Barnwell Southampton have been told it was  quot;unacceptable quot; they parted company with manager Paul Sturrock after just two games into the Barclays Premiership season.
