,text,label
24,"It's NYE and I was rushed home by my narcissistic mom. Sometimes I wish I really wasn't here : I felt so positice today. Looking forward to the new year. Now I'm on the toilet with anxiety and diarrhea because my mom causes me so much stress. I was hoping tonight would go well too. I went to my fiancees house to visit with his mom and dad for a few hours. I told my mom I would be home by 8. I talked to her on the phone while I was there and told her more like 730. Honestly I had forgotten about that and left at 8. Before I even got out of the cul-de-sac she's blasting my phone with a call, yelling at me, "" where are you it's after 8!"" While it is literally 8:03 mind you. When we get to my house I break down crying. She tells me the usual. I'm sorry, I love you, I didn't mean to make you cry."" I try to explain that just because you stab someone doesn't mean you want them dead. It's the same logic. She says then that what about the times when I do things to her and she has to accept my apologies? Like, I'm your fucking daughter, wtf. 
Anyway I'm just so fed up with everyone. I feel so depressed when I'm home. When I'm with my fiancee I feel better. And honestly, I feel like I have diarrhea from all this stress. Fuck this.",moderate
25,New year same stuff : Another year that doesn’t even feel different. Hope it’s good but I doubt it.,moderate
26,I want it to stop : [removed],moderate
27,"Why does my dad hate me so much? : I thought I was a good person.
I thought I was going to be ok, and I thought I was doing good.
I thought I was being kind and helpful, and reasonable.
One time he says I’m a good person and the next I’m a selfish son of a bitch. I don’t understand. Why does he want to kick me out of the house?
I thought I was good. 
I am a good person. But he wants me to feel like scum.
Is that it?",moderate
28,Anyone else having the weirdest alternatives to suicide? : [removed],moderate
29,"I don’t want to be like this : I just started crying because I don’t want to do dishes, but I do. I want to do them because I like things being clean, but I also don’t want to do them because I just want to lay here. I want to make good grades, but I can’t. I want to be a good friend, but I can’t. I want to be happy, but I can’t. I want to do everything and nothing at the same time. And it’s killing me. I feel helpless, lazy, and useless. I’m going to fail my classes this semester, and I’ll lose my scholarship. I don’t even like my major, but I can’t find any other one that I don’t find repulsive. So why am I even going to college? I have no idea. Just felt like going into debt I guess. I just don’t know what to do at this point.",not depression
30,"Realised how ugly I must be. : I'm a guy... but it still hurts a lot. This week spent with family during Christmas and New Years has completely hammered home the fact that I'm ugly. Or, the ugly one in the family. And extended family.

I know I've always looked terrible in photos, but just seeing me in a bunch of them alongside my siblings and cousins this week, and seeing people on Facebook commenting about and complimenting them but ignoring my presence... it hurts, even though they didn't even say anything. It's just that I definitely know I don't look good, and it feels like everyone else is smart enough to know it too, which makes me shrink into my chair even more.

On top of that, my sisters were getting attention from different people all week. Again, I know how ridiculous I must sound typing this as a *guy*. But I already feel invisible and worthless enough as is in my life... and this week couldn't have made me feel anymore unwanted and alone, from family, friends and strangers alike.",moderate
31,"Anyone else worried that life would be boring if they got better? : I know that logically I could get sober, take a serious focus on my issues, force myself to think positively, etc. but if I did all of that then my life would be empty. I would be like everyone else, with no conflict and no happiness to strive for because I would already be content with my life. 

Maybe the only thing that gives my life meaning is my constant war with myself. I don't know who I would be if I won.",moderate
32,The most happiest/funniest people are the people to worry about. : I was reading an article on line that said the most happiest/funniest people are the ones that are secretly depressed and they hid it from people around them. And that got me to thinking...that fits me so well. I look and sound happy when i am around people and my fiancee but when i am alone and in my own thoughts. The thoughts come out and  now i understand why robin williams and chester bennington did it.,not depression
33,I can’t feel happiness : I miss that feeling of genuine happiness and joy that I haven’t felt in so long. I wish I could just feel like I did when I was a little kid just for one day just to feel it again.,not depression
34,"Do you just get unreasonably angry sometimes? : And what do you do to calm down?
I'm just angry. Nothing really happened. I was just having minor issues with an app. It took maybe 5 minutes to resolve. Why am I so pissed?
It's not a new thing or anything. I tend to be really angry when I'm not doing well. I'm not sad or anything, just angry. I feel like I'm snapping at people a lot as well too.
I just want to leave and never come back. I want to just leave everything behind and see where I end up. I don't really know what to do.",not depression
35,"I can’t do anything right anymore. : Maybe this isn’t right to throw my thoughts out, but I just need to vent I think. With the new year of 2020 here, I honestly feel that I should be something more than I was excluding wisdom gained from aging. Growing up I was a huge gamer and I love games always have. I’ve also loved going into different skills and hobbies including cooking, drawing, instruments, and others. Then comes 2019, I just lose my ability to do everything. The people around me say that what I do is good, but that just isn’t true. They’re just being nice and can’t see that the numbers just don’t add up. I cooked a steak for my family a while back, and while they said they enjoyed it, when I took a bite I honestly felt like breaking down just a little. It was so god awful that I told them I refuse to eat it. I got up and walked away. Didn’t eat dinner that night. I just wanna feel good at something. Anything. The one thing I thought, I had some sort of skill. Some sort of worth, was in games. I grew up with it, played years worth. So why do I suck so damn badly? Moba’s I just seem to never be able to do the right thing at the right time, constantly being flamed. FPS’s people constantly ask if I’m intentionally deranking. MMO’s I can’t even do the end game content because I just don’t have the items to do it, and I refuse to pay to win. I usually don’t let the negativity get to me, but now I just feel so fricken worthless. I can’t do anything. Not even interact with people like I used to. I lost practically everyone I used to know, and they moved on. Everyone does eventually. I don’t know if I’m depressed but, I feel like my worth is zero to none at this point. I told myself for the longest time, 2020 is gonna be my year, my strongest year yet, I’m a day in and I already feel like giving up. Pathetic right.",moderate
36,"Cringing over my own socializing attempts : A few weeks ago a friend invited me to her party. I was struggling to motivate myself and get out of bed but I had promised her I would come and eventually I got dressed.

I was not expecting much because she is the only person I really knew there and I am not very good with meeting new people. But surprisingly I was having fun and talked to a bunch of people and even started conversations (!!!). I guess the alcohol helped a bit... 

When I got home I was really proud of myself for going to the party and especially talking to people and not sitting in a corner quietly. The feeling of making progress gave me a little confidence boost.

Fast forward to now. When I think back I feel like I was putting on a mask so I look like I am a social and fun person. Thinking about those conversations really makes me cringe because now they feel so fake and pointless. Like I was just having them to have a smooth, non-awkward evening and staying in my ""party persona"". 

I get the same feeling when I think about times where I opened up to my 2 best friends about having mental problems. In those moments I really had the feeling that I am making progress and this will help me. And even though they listened to me now it just feels like being a burden and a cry-baby. I just scratched the surface with them and I feel like if I unpack the bigger things they feel like I am this over-sharing weirdo that just wants a shoulder to cry on.",moderate
37,"Relationship poem writing poems is a great way of getting your feelings out please try it! : It always starts off beautiful 
Until the cracks begin to show 
Then that beauty turns to awful
Not that you could know

She will say that she loves you
Just to keep you in her pocket
But really she’s just using you
And your too blind to spot it 

The fights and shouts are hurtful
You know something’s not right 
She’s used to be so fruitful 
Changed without a sight 

She grows more and more distant 
You struggle to close the gap
Soon you’ll be nonexistent 
And she won’t give a crap 

Then one day you’ll give in
She doesn’t love you no more 
You even give up tryin 
And just walk out the door",not depression
38,"Too hard to ask for help : Title says it all. I need help with things in life at the moment but have never been good at asking for help. I am more of the suffer in silence and not dump it in others. 

I have a great but stressful job, and it takes up most of my time. I am not dating anyone and have given up on that. I live alone and when I am not working, I am at home being a homebody.  I know I have dealt with depression for years, so on days I am off, I tend to sleep the day away. I moved to a new city a year ago, and like with me previous move, I am just at the point in life where it takes too much energy to attempt friendships. 

My biggest issue right now is the state of my living space. I can't be bothered to clean or don't care? I am unsure. I want to hire someone to help me clean on a regular basis, but I am ashamed to have someone see how bad things have gotten.  I think a better living environment would help but again i am overwhelmed. Should i just bite the bullet and not worry about them judging me?  I know i will not be able to do it myself so i am just trying to be realistic. I just have hidden this so well from others, i dont know if I can handle being judged on my mess.  It's not hoarder level but it makes me anxious none the less. 

Any tips or advice.",moderate
39,Genuinely hate new years : Just like last year I can self reflect on all my mistakes and be a miserable mess. Im just gonna cry and remember bs I want to forget.,moderate
40,"new year new chance : I wanted to go on a new years party with my best friend. On the way there I found out she is dating my ex which has cheated on me 5 months ago. Just 6 days ago he asked me if we can meet up and talk about the past, because he still has feelings for me. Now hes dating my best friend and I honestly don't know what to do. I didn't go to the party, I went home and I fell asleep before the new year. Today my mom told me it's understandable what happend, because no-one ever truly loved me. I haven't been this down in months.",moderate
41,"I wasted an entire decade. : Back in 2010, I thought by now I would have my shit together. A career, a degree, true love, *something.* Instead, I'm in the same place I was back then, except my youth is officially over. I'm turning 30 this year. Everyone my age is settling down and staying inside. Soon, my body will give out on me too. I used to be a fat kid, but I've gotten a lot more active in the past couple years. What's the point if I'm just going to start slowing down in a few years anyway? I'm finally serious about going to college, but the only way I can afford it is if I abuse the shit out of myself. I work 12+ hour days between work and school, and since I'm a freshman, I don't even see any reward for my effort except getting 1/400 closer to the cost of my degree every week (if I'm lucky.) Even my personal taste is becoming ""old people."" According to posts from r/starterpacks and elsewhere, things I like such as indie music, craft beer and tattoos are apparently ""insufferable pretentious yuppie boomer millennial shit"" now. I feel like I'm becoming Grandpa Simpson: ""I used to be with 'it', but then they changed what 'it' was. Now what I'm with isn't 'it' anymore and what’s 'it' seems weird and scary. It'll happen to you!""",moderate
42,"Another year... : I was surrounded by friends and family to bring in the New Year. Drinks, food, games and I felt as lonely as I've ever felt.

I just went home and crawled in bed after the fireworks.

Happy New Year.",moderate
43,"How to deal better with depression and sources of meaning i found :  

A string of thoughts i wrote for myself after 8 years of existential depression

""Meaning can be obtained through pleasure

through a sense of legacy of leaving something behind,

through attaching your identity to things that will outlive you,

through accepting social responsibility, social roles

through believing in a religion because all of them promise a survival of our consciousness,in some form or other

from waiting for technological immortality which wont be afforfable because of overcrowding considerations

If there isnt one , make one ,because psychologically you need it; you need to feel like a person with worth in a world with meaning or else your brain will short circuit and inhibit your behaviour,so as to not waste energy. It could be anything that makes workthile the suffering life brings.

Speaking of worth , self esteem's biggest component is social conparison,usually this manifests unconsciously in behaviour, your happiness will always be relative to others'- achievements and lives-if left unscrutonized.

Life can be seen in the positive light like this: as the only chance to do what you want ,the only chance to vibe with a friend,to see a sunset,to get high , to make love,or just to exist,to drink a cold glass of water on a hot day; you are the result of an unbroken link of life, billions of years old ,a result of a rare set of circumstances ,with an even rarer, goldy locke- like set of conditions ,that could be extended as far as the laws of physics ,that allow this universe to exist,becoming alive is rare.

You live in the best time, historically ,no king has ever had the luxury you have,the life expectancy,life quality,this spectrum of experiences and  sensations,the most peacefull period in history, music,other cool people shaped by theese nice times,all the human knowledge at your fingertips,psychedelics etc.

life is linear from 0 to 0  ,whatever you do, in the end doesnt matter,but, since you shouldnt  kill yourself ,since you die anyway ;you do what you can and the rest doesnt matter.

  If you learn to embrace stoicism and underestand that happiness shouldnt be the main goal of your existance because its unrealistic,you are just thrown in a context when youre born,you are influenced by powers far more reaching than you, because this is not your world,people joust for position just to get bread on the table,of course not every whim will get fullfilled.

If you learn to want ,but to be free of the outcome,or to not want some things at all,you will become happy,if you have realistic expectations ,extracted of wishful thinking.This is especially hard for cerebral people,who are terrorized by the limits reality and how the world could be ,if people were different. First off my advice is to accept the world fully then try to change the world by being a good parent,child,friend etc.

There is nothing youre going to be doing, thats gonna radically change how reality or existence works, aside from your own perceptions +use out of sight out of mind/or optimistic illusions if you have to,dont waste your life ruminating on shit that only makes you feel bad, even if youre correct,its not a pragmatic worldview.

Emotions are low resolution solutions to problems that cant be computed.

Study neuroplasticity,learn about how the dopaminergic system works: that you only feel happiness if you have a purpose and are closing in , to that purpose,that evolutionarily youre built so the pleasure of advancing toward the goal is more intense than the pleasure of really achieveing it, in order so you keep striving; it is advantageous to keep busy; in a world where everything keeps evolving, you must run as fast as you can , to remain in the same place.

Learn about the psychological article( bad is stronger than good),and how were evolutionarily built to percieve better longer and more intense the negative stimuli,coupled with the realism achieved when being pessimistic(arguably the most calibrated to reality worldview possible).

Learn to not be driven crazy by things not going well ,especially after years of effort,Ceaser's death,a flood or a fire are the best examples, every action is like a coin toss, at each throw the chance is 50℅,it doesnt matter that it came tails for 9 million times in a row, it doesnt matter that ,through effort and strategy and discipline and whatever you did ,it came tails for years ,at some point itll be different,destroying everything you built, realise that it was the wrong exprctation all along,thinking that things will HAVE to work out,solely because of your wish and track-record.

This is what we do,we consume order and we rearange the previous order- to surive and occupy our time after thats achieved,through constant effort and managing conplexity as we can.

One of our species superpowers, is to adapt,if youve studied psychology or evolutionary theory this is an axiom.As such ,the hedonic baseline (happines),is one of the most important informations ,-we revert back to the mean no matter what happens, if we win the lottery or almost get killed,it will always go back to the mean,the more time you have spent feeling bad the more youve skewed the baseline (cat videos have their purpose as well ,not just philosophy,dont feel guilty and take all the worlds pain,from all cultures and all historical periods on your shoulders).

""death is both a release to my pain and an end to my joy""

life is just a matter of perception and if you havent tried LSD,Psylocibin or DMT you will never underestand the power of this statement,and youre probably an unknowing victim of depressive neuroplasticty.You will underestand that even if limited,you can choose to focus on the positive side,to be pragmatic,and encourage the thoughts, that will get you to extract as much out of this ,journey/chance as possible and not just linger in the abyss forever with your very correct and missunderestood worldview.

Suicide should be an option when life is unlivable, and be consoled you have that option as long as you live with probably no repercussions except complete cessation of everything,that being said human resilience cant be underestimated,and the storm of emotions, of some life episodes, shouldnt necesarilly be generalised.""",not depression
44,"People with depression and an intimate relationship, how? : 24M here. Never dated but thought a lot of it. How do you manage both? Sometimes I wake up and I can’t leave bed, won’t talk to anyone, won’t do anything. The idea of having an intimate partner seeing me like that crushes me, because there’s nothing I can do about it.",not depression
45,"Im depressed, sorry to tell you : Im only 16 about to be 17 so what ever. I have had depression for a few years now (I've lost track) and always end up fooling my counselors and my family because I always feel like I have nothing to complain about because people always have it worse than me. I have a good life; roof over my head, family, not a lot of frends but what ever. And so now i dont have anybody to tell about this becaues i am afraid they will find out i am depressed so i kinda push them away. Also i dont even know who is reading this but i am sorry for porring my problems on you.


Ps. Grammar and on mobile.",moderate
46,fuck 2020 : i feel so stuck&amp;lost at what to do,moderate
47,Sat in the dark and cried myself going into the new year. Great start to 2020 : ,moderate
48,"Struggling : Hey everyone.

It's the New Year, and like a lot of people around here I'm really struggling. If everything goes well, I'll have 3 years sober. I guess without the alcohol and the drugs I'm just left with myself, and that is the problem.

Without the drugs and alcohol I just cannot seem to make the slightest effort to make meaningful relationships with people. I still go to meetings but even in a room full of people I can feel so alone. I don't have friends, no relationships the past few years, and now I guess I've isolated myself so much that I just don't know how to talk to people. I drive them away, and eventually, the contact will stop altogether. I don't know how I'll go through this year. I just hope I can make it to the three years in March. 

Thanks for reading. I don't expect people to really care, but I guess I just needed to get this off my chest.

I hope everyone else has a better New Year than I did.",moderate
49,"I woke up crying from a dream this morning : This is the third time in 2 months I woke up crying. They were about me, having a best friend. We were hugging and laughing, you know, what close best friends do. I was happy. And then I woke up crying.

I'm not surprised I have dreams about having a friend, since I've never had one, and the fact I have dreams about it, proves that it's one of my deepest desires, but I don't to be reminded about it. It makes me sad. These dreams were happy and I always woke up crying.

I realized I want a best friend much more than I thought.",moderate
50,No willpower. : [removed],not depression
51,We Survived Another Year : [removed],not depression
52,How effected by your depression are you in your daily lives? : [removed],not depression
53,I drank with all my friends around for the new year and I started to be very sad and I spoiled my friends' party. Why when I depressed i am such an asshole? : [removed],moderate
54,"I said I wanted to be alive for 2020 : It’s stupid. it’s so small. my mom won’t even remember it but I will. she asked how my NYE was and if I was still alive after the partying. Without thinking, I said yes, and that intended to be for all of 2020 

my mother, who has taken me to the hospital 5 times for suicide attempts started bawling. She said that was the first time in 10 entire ass years that I said i wanted and intended to be alive. 

I’m crying. It’s sad. It’s kinda beautiful. It’s mostly sad. I love you mom",moderate
55,Canada : Anyone know how to get insulin in canada without a diabetic friend or relative. Figured insulin is cheaper and a easier to get then a gun just dont know where to get it,not depression
56,"i screamed for help, : [removed]",moderate
57,"i screamed for help, : [removed]",moderate
58,Venting : [removed],moderate
59,Venting : [removed],moderate
