label,text
Science & Mathematics,"Title: Whats 1/5+3/5=?, Content: it frations. If u the ones think y i'm asking this because i want 2. Isn't it out job 2 answer questions and ask questions, Answer: When the denominators (the bottom of the fraction) are the same, then just add the numerators (the top of the fraction), and then put it over the denominator\n1/5 + 3/5\nBoth fractions have the same denominator, so \n1/5 + 3/5 \n= (1+3)/5\n= 4/5"
Society & Culture,"Title: whats important to u-name,fame or self-satisfaction?, Content: , Answer: All three - At some point they are all important. Try separating each from the other."
Health,"Title: I am getting back into a gym routine. WHY do my muscles ache more on 2nd day after?, Content: my workout routine slipped for about 6 months.I am just getting backing into a routine and had a good session on saturday with a mixture of cardio, stretch, weights,cardio and stretch followed by a short stint in the sauna. I am covered in spots now. I had a few aches yesterday the day after but today monday my triceps are in agony.whats going on, Answer: Initially after a work out your brain will release endorphins as a pain reliever to help your body not feel pain as it heals, mostly during sleep. It also makes you feel very good.\n\nThat is why most typically feel better when they are in shape or getting there. \n\nIt only last certain periods of time, usually for a day or two. When it runs out (usually a day after a good workout) you will feel it. Your body is the same, but you feel it more two days later because the endorphins wear off.\n\nMake sure you stay hydrated constantly hours before, just before, during, just after, and hours after your work out. \n\nEAT A BANANA BEFORE YOUR WORKOUT!!!!\nThe potassium will give a very noticable boost, and help with cramps.\n\nEAT SOMETHING SALTY AFTER YOUR WORKOUT!!!!!!\nThe salt will trap water into your muscles that move in when your muscles stretch and keep it there, maintaining your swollen state.\n\nNEVER EVER DRINK CAFFEINE OR ALCOHOL AFTER!!!!\nThey sap water from you body and you will ruin your workout as if you never did it."
Business & Finance,"Title: Are mulit-family units good investments?, Content: , Answer: Absolutely!!  You can either live on one side and have tenants live on the other side who basically pay your mortgage via their rent.  Or, if you are not going to live there, one half pays the mortgage, and the other have is positive income.  On top of that, house values go up basically every year.  So yes try to invest in MANY multi units, you will get very wealthy!"
Society & Culture,"Title: I saw this sticker on a stop sign. How does it make you feel?, Content: 3 Nails + 1 Cross = 4Given\nWhile the words made me smile the fact that someone thought sticking this on a stop sign was a good thing kind of ruined the moment. Same with the signs people post on telephone poles. \nJesus is coming 1999 with a slash through it then 2004 slash through it and then 2006 with a ? \nHow about my all time favorite\nGot Jesus?\n\nWhile I understand the point of these postings I just think there is a place for them. I don't believe telephone poles and stops signs are really a good way to spread the word.\nWhat do you think? I kind of see it as littering or blocking up the scenery and breaking up my mind! Is it just any place is ok as long as you get the word out?\nLove & Light\nSharon\nOne Planet = One People, Answer: lol, i never saw those stickers, but they sound funny actually.\n\nbut i agree, the beauty of a telephone-pole and a stop sign are far too beautiful to be ruined by stickers.\n\nit's the same with that horrible paintwork on the Sistine Chapel in Rome. Why would people ruin beautiful things like poles, signs and buildings with those horrible stickers and paintings ?\n\nsorry, that was some lousy sarcasm...truth is: i actually agree. i even had a jesus-sticker on my mailbox once, took me 15 minutes to peel it off. And getting the word of Jesus out, should be done in another way. I don't think Jesus would have ever wanted us to ruin more of our environment only to tell people his word. It would be kinda presumptious to assume that Jesus is more important that the ozon-layer."
Education & Reference,"Title: what is the differences between these words beneath, below and underneath?, Content: , Answer: I'll give it a shot using a table as an example.\nBelow the table - anywhere lower than the top of the table. If your waist is the height of the table, then your knees are below the table.\nBeneath the table - if you pick up the table and put it down on the floor, the floor is beneath the table.\nUnderneath the table - anywhere below the table, as long as if that point went straight up, it would hit the bottem of the table.\n\nAnother way to say it -\nBelow - is a distance. 10 feet below sea level.\nBeneath - is a position. You're beneath an umbrella.\nUnderneath - something is on top. You're in a cave underneath the ground."
Computers & Internet,"Title: how to delete search history?, Content: , Answer: stop looking at porn"
Computers & Internet,"Title: Do you sometimes find yourself using phrases like ""LOL"", ""BRB"", LMAO  in real life? What reaction do you get?, Content: , Answer: But... the internet is the real life!"
Politics & Government,"Title: Is there anyway that you can find out if someone passed away without being charged?, Content: , Answer: Why, did you have something to do with it?"
Business & Finance,"Title: why do most people on the computer lie about there age?, Content: im 15 and i dont need to lie about that, Answer: To impress people or lure people into liking them."
Science & Mathematics,"Title: What does the skeletal system have to do with homeostasis?, Content: , Answer: Apart from production of red cells and oxygen & carbon dioxide balance, the bones are the organs where calcium and phosphorous are stored when  excess in the blood thereby maintaining homeostasis..."
Entertainment & Music,"Title: i wanna make download+free for Michael Jackson song THEY DON,T CARE aboutt US?, Content: , Answer: I care! many people don't suggest this but try Limewire. Good luck. I love that song, by the way."
Health,"Title: whats the best exercise to do to get rid of a beer belly?, Content: , Answer: Hi, there, to lose weight, the best thing is to do cardiovascular exercises like biking, jogging, walking at a fast pace...You are supposed to do them on an empty stomach in the morning or in the evening. The reason why we do it on an empty stomach is bcos u dont hav any food in ur body that it needs fuel to get energy for u to do that exercise.. Then, your body resorts to burning the body fat as a fuel. Do cardio for 40-45 mins 6-7 times a week. But, note this that cardio takes 30% and diet takes 70%. So eat 4-5 small meals a day which contains low carbs, high quality protein ( lean read meat such as chicken breast, turky, tuna ) and some vegetables. By eating smaller meals more frequently the metabolism become fast. Of course, it must be healthy, not junk food. And avoid eating sugary food , sweets and the likes. Try to hav less stress ( just try to think that argument or whatever problem is not gonna kill u that you dont really hav to care much, for example). And try to get restful sleep around 7 hrs a day. SO, that is everything u hav to do. You will see the difference in 2-3 mths if u follow them strictly. \n\nBut, truth be told that alcohol , beer is very fattening  and it decreases ur testosterone level resulting in estrogen increase which encourage ur body to gather more and more fat. So, quit drinking beer. Good Luck !"
Sports,"Title: Colston's Time Table?, Content: Is he out for a long time and is this something to be concerned about?\n\nOr will Marques Colston be back and form at least for fantasy playoffs weeks 15 and 16., Answer: Dont drop him!!  He is listed as day to day and even has a chance to see some playing time this weekend."
Family & Relationships,"Title: How old was your sex partner when you lost your virginity ?, Content: , Answer: I was 24 she was 35!!!"
Sports,"Title: india or pakisthan?, Content: , Answer: india"
Education & Reference,"Title: how is lenin like old major in Animal Farm?, Content: please help me it's 1:20 in the morning please help me!, Answer: Try this. It might help."
Family & Relationships,"Title: boy advice?, Content: heres the deal i really like this boy so a friend told him i think hes cute. Then shes like do you like her and would you ever go out with her hes like ya. Then i decided for my friend to ask him out for me i was going to do it personal but then got to shy to do it . Hes like i dont know and guess it turns out his best friend likes me to but he hasnt told me a answer yet. Because it was the end of the day but i have to wait till monday so should i have asked him out my self or what. What will he say, Answer: Well I'm a girl but i think you should of asked the boy out yourself but i know that's pretty hard to do. \nBut just think about this if this boy does say yes what's next? I mean you dint even talk to him so try talking to him on Monday and then even though he knows you like him try asking him out yourself because it will make him happier to know that he wont have to go through your friend to get to you."
Computers & Internet,"Title: Which is better Myspace or Crushspot?, Content: , Answer: "
Health,"Title: what is strict aspiration precaution?, Content: , Answer: To aspirate means that you can have your food go down the wrong pipe and land up in your lungs.  A strict aspiration precaution means that the doctors feel this patient is at risk for some medical reason, of this happening and feeding would be limited and watched."
Family & Relationships,"Title: do you find guys with muscles attractive:D?, Content: , Answer: Absolutely!"
Education & Reference,"Title: Hi,I am a foreign lawyer and have no law education in USA,I want to give my bar in CA,how do I start studing?, Content: Acc. to CA bar I do not have to attend law school and can directly give my bar.Where can I find the study material for the bar, what and how should I study for the bar here, without any knowledege of the law  studies here, how should I go about it?, Answer: My gosh.  What a great lawyer you'll make.  You already know how to research.  Just come on Yahoo Answers."
Family & Relationships,"Title: how do i tell 1 of my best friends that i'm goin out wit someone she doesn't want me to date?, Content: it waz a blind date that my friends put together with me and a friend they knew and we hooked up and i'm happy with him abd she's been saying that i need to find a ""man"" for me but she wants me to go out with a different guy but once again i'm happy with the guy i'm goin out with. i've told her i waz meeting him but i haven't told her that we're goin out. she doesn't think i should go out with him., Answer: it is the matter of ur happiness so do what ur heart says!"
Sports,"Title: how do i golf?, Content: what are these for\n\nIron \nSet \nWood \nDriver \nPutter \nWedge \nUtility \nHybrid  \n\nand how do I know when to use them?  I just got my first set of clubs and I want to learn and take up the sport.  Help me understand how to use my new clubs!, Answer: OK A driver you use at the tee to hit the ball as far as you can. The irons 3-9 are used depending on how far you are from the green. If you are about oh say 230 yard from the green you would use a 3 iron.The # will go up the closer you are to the green.If you are about 20 yards from the green you would use a wedge & once you're on the green you use the putter. Ya sort of get the picture?"
Computers & Internet,"Title: How can I open pdf format files in notepad or wordpad other than in AcrobatReader??, Content: , Answer: To open for edit a pdf file, you must have Adobe Acrobat 6.0, remember its not Acrobat Reader.\nAlternatively you can use ABBBYY Pdf transform to change a pdf file into .doc or .rtf format, and can edit this in wordpad."
Health,"Title: Is anything wrong with me?, Content: I usually start my period on the 13th of each month, so it's regular. But this month i started on the 1st, and thats only just over 2 weeks after my last 1 :s.. i dunno whats happening to me. Im only young, so i havent had sex or anything, and im too scared 2 ask anyone. please help. thanks x, Answer: Its perfectly normal to have fluctuations on the date so don't worry"
Society & Culture,"Title: See 2 Kings 19 and Isiah 37...Does the Bible plagiarize it's self?, Content: , Answer: with no doubt the Holy Bible is God words ... but how can we follow it if it has been changed many times over years! ... how can we trust a verse that is true and other is not ...\n\n\n\n"" But on account of their breaking their covenant We cursed them and made their hearts hard; they altered the words from their places and they neglected a portion of what they were reminded of; and you shall always discover treachery in them excepting a few of them; so pardon them and turn away; surely Allah loves those who do good (to others). ""\n\n\nThe Holy Qur'an\n005.013"
Politics & Government,"Title: Are the liberal's brain's outsourced to China?, Content: , Answer: Liberals-----Brains??   now there is an oxymoron"
Politics & Government,"Title: What do you think president bush is having for thanksgiving dinner this year ?, Content: , Answer: Considering the election results...\n\nCrow?"
Family & Relationships,"Title: why do women constantly want to date me then after six months want ou of the relationship?, Content: , Answer: Maybe after the dating, they find flaws in you that you don't see or you won't overcome, so it's easier to leave and find someone more compatible."
Science & Mathematics,"Title: where is biographical information for james wright inventor of silly putty?, Content: , Answer: http://en.wikipedia.org/wiki/James_Wright_%28inventor%29"
Business & Finance,"Title: If i work for only 10 minutes, do i get 83 cents for 10 minutes?, Content: My pay rate is 5 dollars a hour\n\n\nI need to know\n\nand make sure too\n\nSomeone told me i get 83 cents for like doing the dishwasher \n\nfor 10 minutes- it takes my 10 minutes to unload it, Answer: This all depends on who you are working for.\n\nThis sounds a lot like a household chore. If you are talking about your allowance then you should be more concerned with helping out and doing your part than worrying about 83 cents. My guess is your parents want you to help out around the house to learn the value of work.\n\nPersonally, if a child of mine counted every penny and insisted on 83 cents for unloading the dishwasher they would find themselves doing a lot of unpaid chores for quite a while.\n\nIf on the other hand, you are talking about pay for hire like a part time job, labor laws vary state by state. You should check with your labor department."
Entertainment & Music,"Title: Who's better looking......Lindsay Lohan or Hulk Hogan's daughter?, Content: , Answer: Brooke Hogan is I think"
Business & Finance,"Title: What country offers an offshore domicle company formation with the lowest US with-holding taxes?, Content: Publishing several books, most revenue will come from USA, I live there but not allowed to work (visa). Therefor I need to set up an offshore company and I want the right domicle to reduce with holding taxes.What structure is best and what country? I am an Australian Citizen., Answer: The question is somewhat odd, since offshore centers are ussually tax free.\n\nI think the best location in the americas is panama.\n\ncheckout www.lowtax.net"
Science & Mathematics,"Title: Who are the Frölunda Indians?, Content: , Answer: Frölunda Indians HC, formerly Västra Frölunda HC, is a Swedish professional ice hockey club from Gothenburg.\n\nHistory:\n\nIn the 2004–2005 season, the team won the league title, by having the best record during the regular season, and the Swedish Championship (Svenska Mästerskapet). That particular year was notable because the National Hockey League (NHL) had a labour stoppage due to contract negotiations between the league and the players. Many professional hockey players who could not play in the NHL chose to play in Europe or in other North American leagues. The largest number of professional NHL players were in Sweden. This increased the quality of play dramatically and many observers said that the Elitserien was the best league in the world during 2004–2005, with Frölunda HC being the best team in the league.\n\nAlthough their home arena is the Scandinavium, when it is occupied by other events they play home games at Frölundaborg (capacity 9,200)\n\nFounded: 1944 \nHome arena: Scandinavium (capacity 12,044) \nSwedish Championships won: 3 (1965, 2003, 2005)"
Politics & Government,"Title: Why are fiscal conservatives dumping all their massive spending bills on the new democratic majority?, Content: , Answer: That is the question of the day and I have finally realized what their game is,..... now hold on to your knickers; Why would fiscal conservatives, so opposed to spending, run up a historic debt and not even make excuses.....because they want to bring the country to the brink of bankruptcy, so they can destroy Social Security and every other social program in this country. Do not dismiss this out of hand, these people are cunning and ruthless, they have no conscience, and they have been trying to destroy these programs for 70 years. Secondly, they can blame the Democrats for the mess."
Health,"Title: what is name of the special about people with special needs being helped called the merical worker.?, Content: , Answer: I think that I know what you are meaning to say.  There was a special on TV called ""The Miracle Worker""...wait, I thought that I knew what you might be talking about but even my answer makes no sense.  Can you look it up on the web?  Sorry that I am not of more help.  Wasn't there a movie called ""The Miracle Worker""?  Is this what you are talking about?"
Entertainment & Music,"Title: Please Drop the best joke you heard / read..!!?, Content: , Answer: A man goes into a cocktail lounge and approaches a beautiful young woman, sitting by herself. He asks politely, ""May I buy you a glass of wine?""\n \n""No, thank you,"" she replies. ""Alcohol is bad for my legs.""\n\n""Sorry to hear that,"" the man says. ""Do they swell?""\n\n""No,"" she answers. ""They open."""
Society & Culture,"Title: this concerning conversation?, Content: women when you have a conversation do you expect to be stimulated (your brain) through the conversation? and if the answer is yes how does one go about doing it, Answer: Why else would you have a conversation?  In fact, I think it is impossible to have a conversation of any kind and not stimulate neurons.  \n\nNow, if you mean, have an interesting conversation, well, the best thing is if the other person is well-educated on the subject they are talking about.  Also, it is important if the other person actually listens to you, and you have an actual reciprocal conversation, instead of being lectured to."
Computers & Internet,"Title: tell me a good configuration for a home pc?, Content: i want prod names as well\nincl monitor\ninternet and isp- can be of any of d countries yahoo ans is used on, Answer: ATI 1900 xtx crossfire video card\nmitsubishi flatscreen monitor and comcast internet\n4 mbps..."
Entertainment & Music,"Title: From where can i download the music video of ""mallika i hate you"" by sandeep chowta??, Content: anyone please provide me the link or the source to get ""mallika i hate you"" video.., Answer: have u tried limewire\n\ni find it good   and it is free to download lol"
Entertainment & Music,"Title: How do I get rid of zits and acne?, Content: I really need someone to tell me how to get rid of zits and acne. I have no idea what to use. I need them to go away and stay away!!, Answer: Wash face, use toner, use all-over treatment, use spot-treatment; respectively. Twice a day. If it is moderate or worse (not mild) then go to a dermatologist who will give you pills. And don't touch your face ever"
Sports,"Title: what makes a good qb?, Content: im mean really what are the esencial of a good qb, and who matchs that, Answer: i would just like to add that scrambling isn't that essential (as you should always try to have a good line), it's pocket presence that's important. Guys like Peyton and Brady can sit in the pocket, with a d-linemen (being blocked of-course) can be like a foot away, and they will stay sure of their protection and calmly make the pass. If people are getting to close for comfort, they both just give a little foot shuffle and re-position themselves (however peyton seems to be getting more ""stirred"" than he usually gets --maybe it's just teams finally learning they need to pressure him even if it means putting less men in coverage).  That's talent right there."
Entertainment & Music,"Title: For the ladies, please?, Content: Are you a pizza and beer or a wine and cheese type of girl?, Answer: I'll drink wine with pizza or cheese & crackers, but I prefer margaritas with tex-mex, & whiskey with navajo fry bread meals.  Have a great day, Jester."
Computers & Internet,"Title: is there a way to create an S-Mime Key with a certain fingerprint ? i want a key that has the fingerprint xyz?, Content: Example for Fingerprint :\n2aafc91a2f2a704a57c74715d9bfe5f1c7216b53\n\nnow i want to create a private S-Mime Key that has exactly this fingerprint, Answer: Don't think so. The process can't be reversely done.\n\nFingerprint is hashed from public key, one can't unhash it back, i.e. N -> C where N >> C is possible, but reverse is not.\n\nAlso, if one could go from fingerprint to a public key, then from public key he/she could derive the private key. Then the whole key-scheme security would be completely broken/useless."
Science & Mathematics,"Title: What are the benefits of using a permanent magnets for field excitation on a generator/turbine?, Content: , Answer: I have a small wind turbine which uses permanent magnets instead of a field coil.  The main benefit I can see is in keeping the electronics on the ground.  As the wind speed increases, the output voltage (and power) from the generator will increase as well.  I have a shunt regulator at the batteries to prevent overcharging.  Everything outside on the tower is very simple and less likely to break.  Other than mechanical breakdown, repairs to the system can usually be made on the ground level.\n\nOn a gasoline powered generator, sometimes permanent magnets are turned inside the AC output coils.  This eliminates the need for brushes and the voltage regulator board.  AC output coils have been designed to supply 120VAC at 3600RPM.  If the engine speed changes, the output voltage will change as well.  Output voltage will also change with load variations.\n\nI have more generator information online.\nhttp://members.rennlist.org/warren/genfaq.html\nhttp://members.rennlist.org/warren/generator.html"
Education & Reference,"Title: Any on-line sites for learning Italian?, Content: , Answer: no"
Family & Relationships,"Title: what am i to do?, Content: my x says we will neva get back 2getha but later he says  he misses me. should i wait for him 2 come around or just mive on? or what shouldi do?, Answer: Leave him alone and let him chase you for awhile.  If he is sincere he will show you. I mean sincere in changing the pattern of bad behavior you specify.  If not then your not missing anything."
Society & Culture,"Title: Will it be too late for unbelievers when Jesus appears on the clouds?, Content: Or will they have the oportunity to be saved, Answer: ""shall be caught up together with them in the clouds to meet the Lord in the air"" 1Thessalonians 4:17 - Behold He cometh with clouds.... Revelation 1:7 - Also see - Revelation 14:14-16 - A lot more in the old testament.\n\nI wish I could see that in my next grilled cheese sandwich.\n\nGood post dude - And yes they will have an opportunity to be saved. But if you are wondering for yourself, don't wait to be saved, Jesus is knocking at the door to your heart and waiting to come in and there is nothing better then having a relationship with your creator."
Politics & Government,"Title: I'm thinking of founding an anti-masonic organization. Who will fight by my side ?, Content: , Answer: All reason  you would have for being anti-mason would be complete bull carp. I am a mason EVERY bad thing i have read about masons is complete fiction. Please I.M or email me My email is tatimsaspas@yahoo my name on messenger is tatimsaspas. I will and am allowed to tell you almost every secret masons have. The one secert I cant tell you is the passwords you would use to get into a lodge. But you could find out those serect just by attending 3 meeting. BUT YOU MUST ASK TO JOIN WE DO NO RECRUIT."
