label,text
Science & Mathematics,"Title: where can i find  a table of physical constants for inorganic and organic acids? i.e. vapor pressure,?, Content: whre can i find a free set of tables on the web that list physical properties for inorganic and organic acids such as vapor pressures at variou tempertures, dissociation constants, and solubility of the coresponding conjugate salts?, Answer: Chemexper.com its super cool , type in the name of the compound and it will give you a ton of info about the thing you are looking at. I order chemicals off of it but it was really useful in researching for my Ochem labs as well."
Society & Culture,"Title: Does anyone have a jock fetish?, Content: Tell me about it if you do via a message., Answer: Are you talking about an athlete or an athletic supporter?"
Health,"Title: i got a bit of acne i need something simple and natural 2 cover it up.?, Content: i already got medication and i need something to make it less noticable and subtle., Answer: In my early twenties, I had acne that just would not go away.  I started washing my face, gently, with the noxzema, noxema, I don't how to spell it, in the jar, not the lotion-like kind.  After one week, my acne was completely gone and stayed gone as long as I used it.  It may not be the quick cover-up, but it sure did work for me and it got rid of my acne, not just covering it up."
Business & Finance,"Title: why there is a new question each n every second?, Content: , Answer: too many curious (or ignorant) people out there"
Society & Culture,"Title: some pros and cons for mexican immigration?, Content: , Answer: Pro's are the same for all legal immigrants as are the cons. However illegal immigration, cost the taxpayers much to much money. Taxpayers foot the bill for attempts at keeping them out, for healthcare, for the welfare and food stamps when they are here, for incarceration when caught, for deportation and it's proceedings, and for the loss jobs to legal residents, through increased unemployment."
Education & Reference,"Title: How did humans survive the ice age?, Content: Looking specifically for the tools or adaptations that increased survival, Answer: they kept moving south, away from the ice. They were following the food.  So improvments in hunting helped them branch away from the demanding path of the mammoths.  Then, fire and the wheel, basic I know, but they needed to get far enough south to avoid the ice, OR skin the animals for their most valuable fur."
Computers & Internet,"Title: Dear friends I want to convert real player files to winamp files(*.mp3) with free programe ?, Content: So which programe i ve to use & from where can i download this programe?, Answer: wwww.download.com search audio convertor or mp3 convertor."
Computers & Internet,"Title: Could someone please tell me how to reboot a windows xp? Thank you!?, Content: , Answer: Start menu/turn off computer/restart"
Politics & Government,"Title: How long is Texas' border with Mexico? California? Arizona? New Mexico?, Content: , Answer: The USA - Mexico Border Is About 2000 Miles"
Business & Finance,"Title: I have a job offer and don't understand it.?, Content: It says: Yes, as a representative to our outfit (Company) in your region, your duty is to recieve payment made by our customers. And these payment could be by cheque, wiring and Money Order. \n\nWhat the hell does that mean? What will I actually be doing? I'm worried it's like money laundering or something. Can you get into trouble with the law if you innocently get involved in something illegal?, Answer: I would be VERY leery of these people. You may not have heard so I will tell you. There is a scam going on out there where people are preyed upon to ""take Payments"" for a company. The problem is that the ""payments"" that come in are bogus checks, stolen money orders, etc. They want you to deposit those funds into YOUR bank account (so that you will get charged with fraud, etc.- instead of them) and then do a wire transfer of the funds into their bank account. Save yourself the heartache- do NOT do it. It isn't a job- it's a scam."
Science & Mathematics,"Title: which bottle of water makes the highest sound full or half full?, Content: , Answer: half empty"
Entertainment & Music,"Title: who was the artist sampled of celebrity overnight by kanye west?, Content: , Answer: who cares its kanye west!!!"
Health,"Title: why is my right ear going deaf?, Content: okay. so my right ear keeps closing up. they are both clean. it happens mostly when I sing, talk, or chew. is it a sinus problem? I dont know. and its only the right ear. and the only thing i can do is pull on my earlobe, and turn my head to the side.  what is wrong with me?, Answer: if you have allergies, it could just be fluid buildup, especially if you sleep on the side...\n\nalso, if hear clicking in your jaw, then it is TMJ"
Sports,"Title: Why do so many professional athletes feel the need to have ""the grunge"" look all the time?  The look gross !!, Content: , Answer: Many professional players believe stongly in ""luck"" and ""jinxes"".  They could believe that if they take a shower, shave or don't wear a certain article of clothing, they'll ""jinx"" their streak and lose a game."
Family & Relationships,"Title: what does it mean when a boy looks at u?, Content: well today when a guy looks at u a little confused like u look a little different and i was in the hallway and he looked behind him and saw me and he just looked at me. i also like this guy to :), Answer: It either means \n\na) you looked hot\nb) you looked weird\nc) he wasn't looking at you\nd) he's interested in you\ne) you're freaking out over nothing"
Sports,"Title: Do you think D.Drogba is the best  FW ??, Content: , Answer: No way, there are so many forwards who are better than him.  He is a good forward, but he doesn't do enough to create his own goals on the dribble, set up his teammates or have that predator like instinct in front of the net.  Just a few names I believe are better, Eto'O, Nistleroy, Crespo, Shevchanko, Inzaghi, Rooney, Owen, Adriano, Luci Toni, Henry, and thats just to name a phew I believe there are  many more good forwards, who are better than Drogba."
Education & Reference,"Title: how many country had colonize african countries?, Content: 10 points, Answer: Seven - Belgium, Britain, France, Germany, Italy, Portugal, Spain\n\nThat was in the more recent colonization. Other nations have colonized it in the past, going back to ancient times."
Family & Relationships,"Title: I was adopted 38 years ago.  How can I find my biological family?  I need a reputable source!?, Content: I have tried several individuals that have tried to help locate my biological family with no results or inaccurate results., Answer: Contact the state you live in. They might have a registery for renuon or a medical exchange program. Also ask for your records. They can lead you to the rooght places. If you know the hosiptal you were born at contact that. They too might have a registry .. Definately register and ask for your records. You might get lucky and someone forgets to black out a name or too. Then you can search for that name.\nGo to online sites and post. Search angels look up people all the time and could get a hit for it too. \n\nIn renuion now for 3 months. Myselkf so good luck"
Computers & Internet,"Title: what is that level displayed here what does it means ?, Content: , Answer: To encourage participation and reward great answers, Yahoo! Answers has a system of points and levels. The number of points you get depends on the specific action you take. The points table below summarizes the point values for different actions. While you can't use points to buy or redeem anything, they do allow everyone to recognize how active and helpful you've been. (And they give you another excuse to brag to your friends.)"
Health,"Title: recipes for main meal & desserts for two for borderline diabetics?, Content: , Answer: Grilled chicken caezer salad,"
Family & Relationships,"Title: Women, Are you prepared for your retirement?, Content: Women out live men by seven or more years.  Half of all married women will outlive their husbands by 15 years.  Many women have no ideal where the family money is.\n\nAre you prepared to become a widow?, Answer: Mentally NO!  Financially YES!  I max out my 401K & have maxed out my Roth IRA every year!  Not to mention life insurance!  Did I mention I have been doing this since I was 22?"
Education & Reference,"Title: For a million dollars would you...?, Content: A) Get dragged by wild horses.\n\nB) Wash the windows of the tallest skyscraper.\n\nC) Dive into a swimming pool full of cockroaches, maggets, non-venomous snakes,spiders, ants, leaches.\n\nD) Be the first person to travel to Venus and pray you can get back.\n\nE) Go without food for 1 week, only water. (It said that man can survive on water for two weeks before death), Answer: A)  NO not even for a Billion thanks\n\nB)  IF right safety equipment then sure because I've got a head for heights but I like my life too, so safety first! :-)\n\nC)  HECK NO not even for 100 Billion! Not for all the money in the world!\n\nD)  I'd do this for FREE! Always wished I could have been an astronaut. Getting back? Well that's the risk you take isn't it. There's a risk to anything worth while.\n\nE)  I would definately do this one for charity, the money I'd make i.e. the million dollars, for fasting for one week I would give to charities so that those people that do not eat for a week in this world because they have no choice, can eat - grow their own crops - sustain their families and not have to die of diseases and starvation!\n\nLoved your question, made me laugh for most part - very whacky - and also gave 'food for thought' as they say.\n\n:-)\n\nHannah"
Family & Relationships,"Title: Is a man with an master's level degree and 1 million dollars more or less attractive than one with good looks?, Content: What traits do women find attractive? Does the amount of money or the education a man has completed make any difference in a decision to pursue a relationship? What about power? What about personality? How much does physical attraction play in the decision?, Answer: DEFINTELY, women will always seek a man with money, power of fame, than a man who is good looking, they prefer it all, but may not get it all, after all they want a certain level of lifestyle. The hotter the women, the more she KNOWS she can get in terms of financial security, that is her cash trade value, if she is less attractive, she must either get a degree and earn more money, or marry whomever she can be with. Men marry what they can afford, if you are plumber, you are not going to be getting the Pam Anderson's of the world, but if you are rich or famous ( or both ) then any hot women will be wanting for you.\n\nWomen who say money does not matter are more than likely not a 9 ro 10, but a 4 to 5, they know their place on the ladder rung of life."
Sports,"Title: when nba is going to announce the MVP?, Content: , Answer: The regualar season MVP is announce sometime during the Playoffs, I think the first round.  The Finals MVP is announced right after the champions win the throphy."
Computers & Internet,"Title: A user browse the net over 20 minutes, is it sure harmful or unharm virus will attack?? Other than cookie!!?, Content: , Answer: See, it depends on the kind of Security you have. If you have Internet Explorer 6 or Internet Explorer 7 Beta with Symantec Firewall and Norton Internet Security activated, then the chances of Virus invasion is less. Although you will face some problems surfing net with such a good security, your computer will remain free from spyware and viruses. Therefore, install a browser like Internet Explorer 6 or Netscape Navigator 7 in Windows XP and install Norton Internet Security, Norton Antivirus and Symantec Firewall, and activate them before net surfing. Have a safe browsing."
Health,"Title: Why do you sometime only need to wipe twice and other times you can wipe forever and there is always more left, Content: , Answer: The consistency of your stool (poop) is based on what you've eaten.  Solid poop requires less wiping.  That's the *bottom"" line about wiping.  ; )"
Society & Culture,"Title: What should you do if a co-worker does a loud belch in your face?, Content: , Answer: Report him to Human Resources."
Politics & Government,"Title: How many states did implement VAT in India?, Content: , Answer: Except for UP,Uttaranchal,MadhyaPradesh,Rajasthan,Jharkhand,Gujarat,Chattisgarh all other states are implementing VAT."
Politics & Government,"Title: What type of  lawyer would I need to help a father with child support situations in New Jersey?, Content: mother refuses to work. relies solely on fathers income. father is currently supporting a child by the mother that is not his biological child. she is constantly taking him to court to get more money. Yet he is supporting her child that the real father wants no association with., Answer: family law lawyer"
Family & Relationships,"Title: help me please!!!?, Content: I need help my parents are getting a divorce and i am 9!!! i feel really upset and scared. They are fighting over who is going to take me!!!!!!! i am sad and upset and a little scared i have no other sibs!! i just feel afwul I advice on how to cope with it?, Answer: It will be okay. It isn't healthy to fight in front of children. Since they are acting childish than sit them down and tell them how you feel...K"
Science & Mathematics,"Title: when a volcanoe erupts in Hawaii, how many weeks, moths, years, till it erupts again? lol i dunno about them.?, Content: umm...yea....i do not know anything about volcanos but i have this feeling that volcanoes erupt and then they wait for a long time....then they erupt again........BOOOOOSSSHHH\ni know....im weird., Answer: Science hasn't advanced to the point where it can predict with any real accuracy when any particular volcano will erupt."
Business & Finance,"Title: how long will it take to travel from incheon airport to gyeong sangnam korea?, Content: please send map, Answer: You have just asked for directions from Incheon (a city) to gyeongsangnam-do (a state or province).\nCheck out www.tour2korea.com for transportation info that will give you times and maps etc.  but you will need the name of the city you are going to i.e. Busan.  Incidentally if you are going to Busan you can take the high speed train that will take about 2 hours and 40 minutes."
Entertainment & Music,"Title: Can you find me a picture of an alien ,vintage, headless bass?, Content: guitars vintage headless bass, Answer: ok, you have my attention. why do u need those items?"
Business & Finance,"Title: What country offers an offshore domicle company formation with the lowest US with-holding taxes?, Content: Publishing several books, most revenue will come from USA, I live there but not allowed to work (visa). Therefor I need to set up an offshore company and I want the right domicle to reduce with holding taxes.What structure is best and what country? I am an Australian Citizen., Answer: The question is somewhat odd, since offshore centers are ussually tax free.\n\nI think the best location in the americas is panama.\n\ncheckout www.lowtax.net"
Science & Mathematics,"Title: What type of reproduction is mitosis?, Content: , Answer: Mitosis produces two cells which are genetically identical to the original one. There is no exchange of genes between two organisms, and so mitosis is a type of asexual reproduction."
Politics & Government,"Title: Military time references?, Content: In the military they refer to times as eighteen hundred hours or twenty-one hundred hours.  When its 8pm what do they say?  Two thousand hours?  Twenty hundred hours?, Answer: Actually a good many countries around the world use the 24 hour clock system. Then there isn't a need to say AM or PM, you know whether its day or night. Also the military begins attacks, movements and such on Greenwich mean time, its a town in Britain. And its used so everyone that aware of an operation knows what time it begins regardless of what part of the world they are in."
Health,"Title: What are emos?, Content: Because I was just accused of being one., Answer: from the slang dictionary:\n\nGenre of softcore punk music that integrates unenthusiastic melodramatic 17 year olds who dont smile, high pitched overwrought lyrics and inaudible guitar rifts with tight wool sweaters, tighter jeans, itchy scarfs (even in the summer), ripped chucks with favorite bands signature, black square rimmed glasses, and ebony greasy unwashed hair that is required to cover at least 3/5 ths of the face at an angle.\n\n \n\nPunk music on estrogen. Often acoustic guitar with soft, high male vocals that dwell exessively on the singer's feelings, especially melancholy remembrances of past relationships/mistakes in life. A form of music that diverged from punk in the '80s, the name ""emo"" is derived from the emotive style of the lyrics and music. This genre has lately been marketed heavily by the music industry to teenagers with bands such as Dashboard Confessional and Taking Back Sunday, and has seen much commercial and mainstream success. The music has also spawned a subculture which conforms to certain conventions in dress such as tight sweatshirts, tight band T-shirts and horn-rim glasses. Adherents profess to exessively melancholy temperments. Males that adhere to the emo subculture are sometimes confused with metrosexuals; indeed the line between the two is somwhat blurred, though both groups claim to be intouch with their emotional side. The ephemeral and hackneyed nature of emo songwriting suggests that its audience will be restricted largely to teenagers. the genre suffers from a lack of credibility outside the aforementioned demographic group, much like current Nu Metal bands.\n\n \n\nAn entire subculture of people (usually angsty teens) with a fake personality. The concept of Emo is actually a vicious cycle that never ends, to the utter failing of humanity, and it goes something like this:\n\n1. Girls say they like ""sensitive guys"" (lie)\n2. Guy finds out, so he listens to faggy emo music and dresses like a dork so chicks will see that he is sensitive and not afraid to express himself (lie). He dyes his hair black, wraps himself in a stupid looking scarf, develops an eating disorder, and rants about how ""nobody understands"".\n3. Now an emo guy, he meets Emo chick and they start dating, talking about how their well-off suburban lifestyles are terrible and depressing (lie)\n4. Emo guy is just too much of a pussy. His penis is too small, he's too depressed to bathe, and has more mood swings than emo chick, and he doesn't even have a menstrual cycle. Emo chick dumps him, saying ""It's not you, it's me."" (lie) as she drives off with Wayne, the school jock and captain of the football team.\n5. Emo guy goes home and cries, proceeds to write a weak song and strum a single string on his acoustic guitar. Another emo chick sees how he is so in touch with his feelings, and the cycle continues.\n\nThis is the sad truth of the emo lifestyle/music, and now that I look at how pathetic it really is, maybe the emos DO have something to cry about!\n\nWhen she sees how sensitive and emo I have become, she'll definately go out with me!"
Entertainment & Music,"Title: Why are people so hell bent on dissing Madonna?, Content: is it because shes the biggest celebrity out there and there for a bigger target?\nis it because people are afraid of what her messages are?\nor is it that they secretly do like her but are afraid to admit it., Answer: because she as a celebrity, performer, artist, she always reinvented herself to create new buzz about her, whether it be bad or good...she invented the concept...\n\nnow all the other Madonna wannabes (Paris, Britney, etc.) do the same thing, but they have made some bad choices, so people turn at look at Madonna, and she is the biggest star out there, and basically say she is doing bad also...\n\npeople need to grow up...she was never the greatest singer, but she is the smartest, since she has been able to stay on top all these years.\n\nOh and people love her. She the biggest person out there, so people are interested in her, whether they admit they like her or not."
Society & Culture,"Title: I have a serious question for religious people about evolution?, Content: lets say that you believed evolution to be true.   is the reason why evolution so controversial because it will prove the bible is wrong? not even about god creating the earth but because of the age of the earth itself?  i dont wanna try to sound like im dissing religion but i wanna know why it is bad to be taught in the first place, Answer: Evolution is just a theory. Now scientists have come up with another theory of Intelignet being because they are unable to answer many questions with the help of Evolution alone.\nWho is this inteligent being ? This is surely God.\n\nThe earth as it is today has evolved over billions of years (as claimed by the theory of evolution) itself is just like saying that\nyou can build a 747 Boeing aircraft by placing all the componets in a building and all the parts get entangled due to a storm and viola a plane is born."
Computers & Internet,"Title: is there free software available that will delete xcp sony rootkit?, Content: , Answer: Download it right here:\n\nhttp://cp.sonybmg.com/xcp/english/updates.html"
Entertainment & Music,"Title: American Idol ?, Content: WHO DO YOU THINK WILL WIN? WHY?\nARE THEY THE BEST?\nWHO DO YOU THINK IS THE BEST? WHY?\nWHO DO YOU THINK SHOULD NOT HAVE BEEN VOTED OFF? WHY?\n\nMYSELF I LIKE CHRIS AND I THINK HE WILL WIN B/C HE IS THE BEST \n\nALSO I WOULD LIKE TO HAVE ACE COME BACK, Answer: Personally, I think Chris is the one who needs this competition the LEAST. The title of ""American Idol"" for a ROCKER dude sounds a little wussy of a title for someone who sings so hard core! He is an awesome singer--but I find myself getting bored with him! Yeah, slap me silly but I dunno why! I'd love to have Ace come back as well--and I have no clue why nobody liked him! He COULD sing! I think Paris is good--but she isn't a star yet. And has anyone noticed Kelli is the only one who hasn't been in the bottom 3...??? That happened before--and last time it did Kelly Clarkson was crowned. Coincidence, or karma? LoL. Case in point: My top three are Kelli, Chris, and Katherine (she's starting to remind me of Kelly Clarkson in some ways)."
Entertainment & Music,"Title: What does your alarm clock sound like?, Content: , Answer: mmMMMMOOOM!!! mmmMMMMOOOM!!!! MOM! she is taking my covers! ahHHHHH! MOMOMMY !!!!!!"
Sports,"Title: how is the name of Carlos  Tevez display in his jersey?, Content: is the way many players in Brasil have their names.  In boca he nerver had this., Answer: #10 carlitos. the most loved argentinian in Brazil!!!"
Entertainment & Music,"Title: How do I get rid of zits and acne?, Content: I really need someone to tell me how to get rid of zits and acne. I have no idea what to use. I need them to go away and stay away!!, Answer: Wash face, use toner, use all-over treatment, use spot-treatment; respectively. Twice a day. If it is moderate or worse (not mild) then go to a dermatologist who will give you pills. And don't touch your face ever"
Computers & Internet,"Title: How to get that bar at the bottom of Internet Explorer that tells you loading progress and other information?, Content: It's just randomly not there anymore and i need it., Answer: click on tools and make sure there is check mark beside Status Bar. If it is not then just click on it."
Science & Mathematics,"Title: How can I conduct an experiment to show the possibility of stopping global warming?, Content: , Answer: First you have to define what causes global warming.  then you need to decide what of these variable are dependant or independant.  You could then chose one of the independend variables and try to design an experiment that shows how varying that variable causes a change in warming.  an example might be saying that CO2 causes global warming by increasing the insulating value of the atmosphere, you could then set up an experiment where an environment(a large sealed environment(5 gallon glass jug)  is set up to permit differnet concentrations of CO2.  Add a radiating heat source like a heat lamp and heat the closed environment,  measure the inside of the environment and then turn off the light.  graph how long it takes for the environment to return to ambiant tempeture.  increase the CO2 concentration and try it again.   It might be too difficult, but it shows the scientific process.  and you should get some good graph points."
Education & Reference,"Title: are all the caribbean  islands inhabited???, Content: it's about my homework for geography! thank you!!, Answer: The Carribean is an archipelago of many islands, some big and some small. Not all of which are inhabited. Off the top of my head I cannot remember the names of any which arn't inhabited, but basically they would just be too small to be inhabited.\n\nSome of the islands would just be sand and a few palm trees, nothing substantial enough to build or live off."
Family & Relationships,"Title: I dont kno if im in love or not?? plzz help?, Content: i meet this guy he is so nice and stuff i meet him online i like him a lot but he is 6yrs older then me. i dont know if i should date him or not? He does not live where i live but he said that he will find a way to make it work. i like him a lot he is like my best friend i have been talking to him  since last July. i can tell him everything, and he helps me a lot. i just dont know if i should date him since he is 6yrs older them me.What should i do ????, Answer: If you have to ask, then you arn't."
Society & Culture,"Title: this lady asked if she could bless me.....what should i do?, Content: wtf this crazy psycho lady came to my job and asked if she could bless me and said all this crazy stuff\n\nshe asked for my hand and was like hellllzzzz naw and was even gonna tell her i was an atheist just to get her away \n\nwhat should i do??, Answer: Just tell her thank you, but you are already blessed."
Politics & Government,"Title: What is the advantage of having the chief of police be a civil service employ?, Content: , Answer: he has the protection of the civil service law against petulant or random firing, and can run the force without fear of such."
